headlines,text
SA win Test series vs Aus at home for first time in 48 years,"South Africa defeated Australia by 492 runs in the fourth Test on Tuesday to register their biggest-ever Test victory by runs and win the four-match Test series 3-1. This was South Africa's first Test series victory against Australia on home soil in 48 years. Further, the loss was Australia's second-worst by runs after 675-run defeat against England in November 1928."
Amazon India lays off 60 employees from recruitment team,"E-commerce giant Amazon India has laid off around 60 employees from its recruitment team and may ask more employees to leave across teams. Amazon confirmed the layoffs in India, saying it was a part of the company's global restructuring. Earlier in February, the US-based firm laid off hundreds of employees globally."
SoftBank signs $930 mn deal to set up solar venture in India,"SoftBank has signed a $930-million deal with China's energy conglomerate Golden Concord (GCL) to produce and sell solar equipment in India. GCL will invest for a 40% stake in the joint venture, with SoftBank taking the rest, the company said in a statement. The project will have a 4 gigawatt-capacity and will produce solar ingots, silicon wafers, batteries, and components."
Gay dating app shares users' HIV status with other firms,"Gay dating app Grindr is being slammed for sharing users' data pertaining to their HIV statuses to third-party companies. Antoine Pultier, who discovered Grindr's data sharing said other information shared included GPS data, phone ID, and email. In response, Grindr said the data sharing is ""standard"" in the industry and pointed out the company considers its app a ""public forum""."
Mumbai-based fitness startup Fitternity raises â¹13 crore,"Mumbai-based online fitness platform Fitternity has raised about â¹13 crore in a seed round of funding from existing investors Saha Fund and Exfinity Venture Partners. The round also saw participation of investors including Arihant Patni and former TPG Partner Anjali Bansal. Founded in 2013, the startup enables users to buy professional services linked to exercise and healthy eating."
Guests kill man in Hyd over not being served chicken dish,"A man in Hyderabad was allegedly stabbed to death on Monday by guests because they were not served chicken curry at an engagement function. The incident took place when the accused got into an argument with the servers who refused to serve them the chicken. When the victim tried to diffuse the matter, the accused stabbed him."
Robbers target commuters seeking lifts at night in Gurugram,"Several people have recently been robbed of their vehicles and valuables after they took lifts from unknown people in Gurugram, police have said. On Saturday, three people gave a ride to a man working for a telecom company. However, the accused took a detour, snatched his bag containing valuables, and beat him up before dumping him near a hospital."
Indian Air Force helicopter crashes in Uttarakhand,"A cargo helicopter of the Indian Air Force carrying construction material crashed on Tuesday after it collided with an iron girder near the Kedarnath temple in Uttarakhand. While the helicopter was severely damaged after the crash, all of the six occupants survived. The Indian Air Force has ordered an inquiry into the incident."
PM Modi directs I&B Ministry to withdraw order on fake news,"Prime Minister Narendra Modi has ordered that the I&B Ministry press release regarding fake news be withdrawn and to let the matter be addressed in the Press Council of India only. The I&B Ministry order had declared that journalists found guilty of writing or broadcasting fake news could temporarily or permanently lose accreditation, depending on the number of violations."
No re-examination for Class 10 Maths board exam: CBSE,The CBSE on Tuesday announced that no re-examination will be held for the Class 10 Mathematics paper. The board decided this after a random sample of answer scripts showed that the impact of the leak was not evident in the answer sheets. The Delhi High Court had earlier asked the CBSE to make a decision regarding the re-examination quickly. 
Your money is safe with us: PNB to customers,"PNB on Monday said customers' money was safe, and also assured that they could withdraw or deposit their money anytime. With a strong balance sheet of â¹11 trillion and sufficient non-core assets, PNB said it is capable to meet any contingent liability on the bank. On $2.1-billion fraud, PNB said it has ""zero tolerance to unethical practices within the system""."
SpaceX launches cargo to space station on used rocket,"SpaceX has launched its 14th resupply mission for NASA on a used Falcon 9 rocket, carrying supplies and experiments to the International Space Station. The rocket carried SpaceX's Dragon capsule which will stay attached to the ISS for about a month. The capsule is expected to return with the faulty Robonaut, a humanoid robot launched to the lab in 2011."
"Paytm Mall raises $445 million from SoftBank, Alibaba","Paytm-owned online marketplace Paytm Mall has raised $445 million in a financing round led by Japan's SoftBank along with participation from Chinese e-commerce giant Alibaba. As per the deal, SoftBank will hold 21% while Alibaba will own around 46% stake in the e-commerce company. The deal will reportedly value Paytm Mall at $1.9 billion."
Marital rape should be made illegal: Gujarat High Court,The Gujarat High Court on Monday said that marital rape should be made illegal to teach societies that dehumanised treatment of women will not be tolerated. The court said this while partly quashing an FIR against a man accused of raping his wife. It directed the police to instead investigate the husband for cruelty and sexual harassment.
Birth date of over 8 crore PF account holders missing,"The Centre informed on Monday that there's no record of the date of birth of over 8.38 crore Employees' Provident Fund Organisation account holders. While the father's names of over 11.07 crore members are missing, there are 7.8 crore members whose joining date record isn't available. Reportedly, EPFO has over 19 crore members, including those who have settled their claims."
SC agrees to hear plea to review SC/ST act verdict,The Supreme Court on Tuesday agreed for an open court hearing on the Centreâs review petition over the alleged dilution of the SC/ST (Prevention of Atrocities) Act. The court had removed the provision for immediate arrest for FIRs filed under the act. The ruling was followed by massive protests by Dalit organisations across the country. 
Parents gave me medicine for ailment I didn't have: Sidharth,"Comedian Sidharth Sagar, who was reported to be missing for four months, has said his parents were giving him medicines for an ailment he didn't have. ""[They] were giving me [medicines] for bipolar [disorder] by mixing it in my food,"" he added. Sidharth further said he was ""picked by men"" while returning from Goa and ""thrown into a mental asylum""."
"John's 'Parmanu' to clash with Big B, Rishi's '102 Not Out'","The new release date of John Abraham's 'Parmanu: The Story of Pokhran' has been announced as May 4 by his production house. It'll clash with Amitabh Bachchan and Rishi Kapoor's '102 Not Out'. ""It's...a befitting tribute to...our army and...scientists that Parmanu is releasing in same month as we celebrate 20 years of...India's nuclear test explosions in Pokhran,"" read a statement."
"When I'm working with Ajay, it doesn't feel like work: Tabu","Actress Tabu, while talking about her equation with Ajay Devgn, said, ""When I'm working with him, it doesn't feel like work."" ""We have known each other since the time we weren't even part of the industry,"" she added. Tabu further said, ""I like being around people who do a lot of masti and that's why I enjoy working with Ajay."""
"Boy falls into underground sewer system, rescued after 12hrs","A 13-year-old boy was rescued after he fell into a four-foot-wide drainage pipe and got swept away, spending over 12 hours in the underground sewer system in US' Los Angeles. Jesse Hernandez had been playing near an access portal to the sewer system when the incident occurred. Rescuers used cameras propped on flotation devices to locate Jesse. "
"Blue diamond, mined in India 300 years ago, to be auctioned","A 6.16-carat blue diamond, which was mined from the Golconda mines in India over 300 years ago, is expected to fetch up to $5.2 million (â¹34 crore) at an auction in Switzerland next month. The Farnese Blue diamond was first presented to Queen of Spain Elisabeth Farnese and later passed down through royal families in Spain, Italy, Austria and France. "
Badminton's new service rule will not be used at CWG 2018,"Badminton's new service rule, in which the whole of the shuttle should be below 1.15 metres from the surface of the court at the time of service, will not be enforced at the 2018 Commonwealth Games. The event will be played under the old rules which state that the shuttle be kept above waist-height at the time of service."
Anderson sets record for most deliveries in Tests for pacers,"England's James Anderson went past former Windies pacer Courtney Walsh to set the record for the most number of legal deliveries in Test cricket for a fast bowler. Anderson, who also completed 5,000 overs in Tests in the match against New Zealand, is overall placed fourth in the list behind Muttiah Muralitharan, Anil Kumble, and Shane Warne."
Google's search and AI chief John Giannandrea steps down,"Google's chief of search and artificial intelligence units John Giannandrea is stepping down after two years on the job, the company has confirmed. Giannandrea joined Google in 2010 after the company acquired his startup Metaweb Technologies. He will be replaced by the head of the Google's Brain project Jeff Dean and the company's current VP of search engineering Ben Gomes."
Irani replies to Cong's concern over steps against fake news,"Union Minister Smriti Irani on Monday said the Press Council of India and the News Broadcasters Association, which are not controlled by the government, will ascertain whether a news is fake or not. This comes after Congress leader Ahmed Patel asked who would decide ""what constitutes fake news"" and guarantee that the rules won't be ""misused to harass honest reporters""."
AIADMK sits on hunger strike over Cauvery issue,AIADMK sat on a statewide hunger strike in Tamil Nadu on Tuesday to protest against the Centre's failure to set up a Cauvery Management Board (CMB) despite the Supreme Court's order. The last date to set up CMB was March 29. AIADMK has alleged BJP is acting in Karnataka's favour ahead of assembly elections as it's against the board's formation.
"Musk takes over Model 3 production, terms it 'most critical'","Tesla CEO Elon Musk has taken over direct control of Model 3 electric sedan's production after the company failed to meet the delivery goals. Musk tweeted, ""My job as CEO is to focus on what's most critical, which is currently Model 3 production."" Tesla has been making nearly 2,000 cars per week as compared to the target of 2,500."
Startup raises $8 million to develop hangover recovery drink,"US-based startup 82 Labs has developed a 'Morning Recovery drink' which the company claims cures hangovers within hours. The drink is based on a herbal medicine called DHM mixed with other components including vitamins, electrolytes, and milk thistle. The startup has also raised $8 million funding from Altos Ventures, Slow Ventures, Strong Ventures, and Thunder Road Capital."
Jaitley's defamation suit disposed post Kejriwal's apology,"Following an apology by Delhi CM Arvind Kejriwal and other AAP leaders, the Delhi High Court has disposed off the defamation suit filed by Finance Minister Arun Jaitley. Jaitley had sought â¹10 crore in damages, claiming the AAP leaders had made ""false and defamatory"" statements and harmed his reputation. This was the fourth such apology made by party leaders."
"Punjab announces â¹5L ex-gratia, job for kin of Iraq victims ","Punjab government has announced a compensation of â¹5 lakh each to the families of 27 people from the state who were killed in Iraq and government job to one member of each family. The government has also been providing pension of â¹20,000 monthly to these families, minister Navjot Singh Sidhu announced. The government will ensure complete rehabilitation of the families."
Twitter reacts to statues at wax museum in Punjab,"Reacting to statues of famous personalities installed at a wax museum in Punjab's Ludhiana, a Twitter user tweeted, ""Itne paise me itnaa hi milega"". ""Its like creepy wonka got older and creepier. And decided to straighten his hair,"" a user commented on APJ Abdul Kalam's statue. Another user said, ""100 marks for effort to Shri Prabhakarji""."
Undemocratic: Journos on govt's guidelines against fake news,"After the government issued guidelines against journalists broadcasting fake news, some journalists have called the move ""undemocratic"" and said it might ""throttle the media"". They are planning to hold a meeting and oppose the guidelines. On Monday, the I&B Ministry announced that journalists guilty of writing or broadcasting fake news may lose their accreditation temporarily or permanently."
IPS officer's daughter threatens cop after he stopped her car,"An IPS officer's daughter in Chennai was caught on camera while threatening a police constable of getting him fired after he stopped her car for a routine check. The woman, who was travelling with three of her friends, also reportedly abused the constable. She has lodged a complaint against the constable with the Commissioner of police, according to the reports."
"RSS ideologue mistaken for protestor, detained during Bandh","RSS ideologue and DU professor Rakesh Sinha was mistaken as a protestor by the police and detained during the Bharat Bandh protests against the alleged dilution of the SC/ST Act. ""I was going to take part in a panel discussion at a media house in Noida when I was pulled inside a police jeep,"" he said after he was released."
15 CCTVs at exam centre where CBSE paper leaked didn't work,"As many as 15 CCTVs at the exam centre where the Class 12 CBSE Economics paper was allegedly leaked were not working, reports said. This comes after two teachers were arrested for allegedly leaking the paper. They have been accused of opening the paper's sealed packet before the exam started and sending pictures of it to a coaching institute head. "
"CEAT presents MILAZE X3 tyres that can last up to 1,00,000 KM","India's leading tyre manufacturer CEAT has launched a new campaign for its flagship tyre Milaze X3. It shows real-life incidents wherein tyres, vital for a safer and comfortable drive, are always last on the shopping list and hence need to be more durable. These tyres are designed to be highly fuel efficient and durable giving up to 1 Lakh KM."
All 11 New Zealand players were once awarded Man of the Match,"The entire New Zealand team was once given the 'Man of the Match' award after the adjudicator declined to pick out any individual in an ODI against Windies on April 3, 1996. Among those awarded were three players who neither scored in double digits nor bowled. NZ defended 158 runs by bowling out Windies for 154 in 49.1 overs."
How are India's fuel prices compared to its neighbours?,"Indians pay more for petrol and diesel compared to consumers in neighbouring countries such as Bangladesh, Nepal, Pakistan, among others. Retail prices differ because of the imposition of various taxes and subsidies on these products. On Monday, diesel prices hit an all-time high of â¹64.69 per litre in Delhi, while petrol prices reached a four-year high of â¹73.83 per litre. "
Letter on Class 10 re-exam date fake: CBSE to students,The Central Board of Secondary Education (CBSE) has issued a notice saying a letter circulating on social media about the date for the Class 10 Maths re-examination is fake and should be ignored. This comes after a fake letter claimed to have been released by CBSE was being circulated on social media declaring the date of re-examination as April 30.
US teen gets scholarships to all 20 colleges he applied to,"An American teenager has received full scholarships to all the 20 US colleges he applied to, including Harvard and Stanford. Micheal Brown said he will major in political sciences and pursue a possible second degree in economics but has not chosen a college yet. He added, ""I see my hard work paying off, determination paying off, sacrifices paying off."""
Chinese couple finds missing daughter after 24 years,"A Chinese couple has found their daughter 24 years after she went missing at the age of three. The father, who became a taxi driver in 2015, asked passengers to spread the word online. After the news spread and media outlets covered the story, a girl got in touch with him and DNA evidence proved she was his daughter. "
Pakistan record their highest T20I total 2 times in 2 days,"Pakistan registered their highest-ever T20I total by scoring 205/3 in their 82-run victory against Windies in the second T20I at Karachi on Monday. This comes a day after Pakistan posted 203/5, equalling their previous highest T20I score. Pakistan have taken an unassailable 2-0 lead in the three-match series, winning their sixth consecutive bilateral T20I series (consisting of multiple matches)."
Indian CWG boxers cleared of doping after syringe discovery,"Indian boxers at the Commonwealth Games have been cleared of any doping charges after syringes were found outside the Indian contingent's accommodation in the Games village. However, the boxers remain under the scanner for breaching the Games' 'no needle' policy, for which the administration will further hear the case and determine a suitable punishment."
Amazon loses another $45 billion as Trump slams the company,"Amazon's stock fell around 6% on Monday, wiping out nearly $45 billion from its market capitalisation, after US President Donald Trump slammed the online retailer over its deliveries' pricing through the US Postal Service. Last week, the company had lost $53 billion amid reports claiming that Trump was ""obsessed with Amazon"" and talked about changing its tax treatment."
50 detained in MP over leak of FCI exam for post of watchman,Madhya Pradesh's Special Task Force has detained two agents and 48 aspirants for their alleged involvement in the leak of the Food Corporation of India (FCI) exam paper for the post of watchman. The aspirants were provided with solved question papers and asked to pay â¹5 lakh after being selected. Over one lakh people applied for the 217 watchman posts. 
Elderly man dies as ambulance stalled due to protests in UP,"A 68-year-old man in Uttar Pradesh's Bijnor died on Monday as the ambulance carrying him was unable to reach the hospital because of protests over the alleged dilution of the SC/ST act. The man's son carried him on his shoulders to the hospital, which was 1 km away. However, the man was declared dead on arrival. "
Journos guilty of writing fake news could lose accreditation,"The Information and Broadcasting Ministry has announced that journalists guilty of writing or broadcasting fake news may lose their accreditation temporarily or permanently, depending on the number of violations. Complaints of fake news will be referred to the News Broadcasters Association  (NBA) for violations on TV and the Press Council of India (PCI) for violations in print.  "
"2 Iraq victims' kin don't accept bodies, demand compensation","Families of two people killed in Iraq refused to accept the bodies on Monday and demanded financial assistance from the Bihar government. The relatives of both the deceased said that they were bread earners for the families and unless the compensation is granted to ensure sustenance of the families, they would not take the bodies back."
"Shahid and I are a team, we aren't competing: Ishaan Khatter","Actor Ishaan Khatter, when asked about being compared with his half-brother Shahid Kapoor, said, ""We're a team and we're not competing."" Ishaan added, ""He's my big brother, I cannot compare myself to him. He has been around in the industry for quite some time and I've just got the opportunity."" Ishaan further said Shahid has been an inspiration to him."
"Channing Tatum, Jenna Dewan split after 9 yrs of marriage","Hollywood actor Channing Tatum and his wife Jenna Dewan have announced their separation after nine years of marriage. ""Absolutely nothing has changed about how much we love one another, but love...is taking us on different paths for now,"" they said in a joint statement. ""There are no secrets nor salacious events at the root of our decision,"" the couple added."
"I love Pakistan, sad we are always at loggerheads: Bhardwaj","Filmmaker Vishal Bhardwaj has said he loves Pakistan while adding, ""It's very sad that we (India and Pakistan) are always at loggerheads."" He further said, ""We all are alike. If we come together, we'll be a great force in the world culturally...politically."" Bhardwaj was among the Indian artistes who attended the Pakistan International Film Festival in Karachi. "
Girls turn into women but boys will always be boys: Alia,"Alia Bhatt, who received the Most Stylish Woman honour at the GQ Style Awards, said, ""Feels great to win in an all-boys club...I say all-boys because...A girl turns into a woman, but boys will always be boys."" She further said that it was the first time she was receiving an award ""as a woman and not a girl""."
Taylor performs at cafe where she first performed at 14,"Taylor Swift made a surprise appearance at the Bluebird Cafe in Nashville where she started her musical career. Sharing a picture, she wrote, ""I played there for the first time when I was 14."" She was accompanied by songwriter Craig Wiseman and performed versions of her songs like 'Love Story', 'Shake It Off', and 'Better Man'."
"Windies won 2016 World T20 after final over read 6, 6, 6, 6","Needing 19 runs in the last over, Carlos Brathwaite smashed Ben Stokes' first four deliveries for successive sixes as Windies defeated England in the World T20 final on April 3, 2016. Before the four sixes in the final, Brathwaite had hit three sixes in seven T20Is. His last-over assault helped Windies become the first team to win two World T20s."
To support her is everything: Karthik to wife ahead of CWG,"Wishing luck to his wife and squash player Dipika Pallikal for the upcoming Commonwealth Games, Indian wicketkeeper Dinesh Karthik tweeted, ""To be able to support my wife to achieve her goals is everything to me"". ""Make some memories and more importantly enjoy each moment"", Karthik wrote in a Twitter post wishing his wife and other Indian athletes."
"Smith, Warner's ban too severe: Aus Cricketers' Association","The Australian Cricketers' Association has termed the suspensions handed to Steve Smith, David Warner, and Cameron Bancroft for ball-tampering as too severe. The association's President said, ""The proposed penalties are disproportionate relative to precedent"", and urged the board to allow the players to return to domestic cricket earlier. The players can appeal their bans until Thursday."
BSP leader main conspirator in Dalit protests: UP Police,"Uttar Pradesh Police has detained BSP leader Yogesh Verma, alleging he is the ""main conspirator"" of the violent protests that broke out in Meerut. Meanwhile, BSP supremo Mayawati has claimed that the party is not behind any violence during the protests. Other than the leader, more than 200 agitators have been arrested in the city. "
BJP MLA seen forcing owners to close shops during Bandh,"MLA Gopal Parmar of the ruling BJP in Madhya Pradesh's Agar was caught on camera forcing shop owners to close their shops during the Bharat Bandh on Monday. The MLA justified his actions saying, ""If I had not gone out with protesters, the party would have lost its hold here because rivals were out to exploit my predicament."""
Won't name any suspect: Father of teen killed in WB clash,"Moulana Imdadul Rashidi, father of the 16-year-old boy killed in violent clashes during Ram Navmi celebrations in West Bengal's Asansol, said he won't name anyone as a suspect since he was not a witness to the incident. Rashidi, who works as an imam, said his son's killing cannot be a reason for people of two communities to kill each other."
Mumbai stations get 'Pay as you please' policy for free loos,"In a first, the Western Railway has introduced the concept of 'Pay as you please' for the free urinals in its suburban railway stations in Mumbai. An official said, ""The contractors are likely to look after the washroom and urinals from which they get some additional monetary benefit."" Notably, commuters are not obliged to pay for using the toilets. "
UP headmaster immolates self in school on day of retirement,"A school headmaster immolated himself inside a classroom in Uttar Pradesh's Bundelkhand on the day of his retirement on Saturday. Om Prakash Pateriya wrote a suicide note on the blackboard naming five people who harassed him and demanded bribes for signing no dues certificates required to clear his retirement papers. Further, he hadn't been paid his salary for six months."
Giving compensation is not like giving biscuits: VK Singh,"Replying to whether families of the 39 Indians killed in Iraq will be given jobs or compensation, union minister VK Singh said it is not like distributing biscuits, adding that it is about people's lives. Stating that External Affairs Minister Sushma Swaraj had asked for details of family members who can be given jobs, Singh added, ""We will review it."""
Which are the biggest spacecraft ever to fall from space?,"Russia's 140-tonne Mir space station, which was the largest satellite when it was assembled, had a controlled descent towards the Pacific in 2001. In 1979, NASA's 85-tonne Skylab space station scattered pieces over several miles of Western Australia after an uncontrolled re-entry. NASA's 80-tonne Columbia spacecraft broke up during re-entry killing all astronauts including Kalpana Chawla in 2003."
Record 6.84 crore Income Tax Returns filed in 2017-18,"The Finance Ministry on Monday announced that a record 6.84 crore Income Tax Returns were filed in the financial year 2017-18, showing a growth of 26% from previous fiscal. The ministry also said the number of returns filed has increased by 80.5% compared to 2013-14. Further, 99.49 lakh new assessees were brought under the income tax ambit during the fiscal."
CBSE uses encrypted question paper to tackle paper leaks,"In an attempt to tackle paper leaks, the CBSE on Monday introduced encrypted question papers which are printed at the exam centre just before the commencement of the exam. Schools have been instructed to ensure a secure room for printing and a high-speed internet connection. The board exam on Monday was delayed at few centres owing to the new system."
Railways transported highest-ever freight load in 2017-18,"Indian Railways transported a freight load of over 1,160 million tonnes in 2017-18, which is the highest-ever load transported by the railways, ministry officials have revealed. The officials further revealed that freight loading by the railways has been growing steadily for the last five years. Freight transportation is a major source of revenue for the railways, accounting for 65% income."
Death toll rises to nine in violence during Bharat Bandh,"The death toll has risen to nine in the violence during Bharat Bandh, called by Dalit groups to protest a Supreme Court ruling on SC/ST act. Six of the victims were from Madhya Pradesh, two from Uttar Pradesh and one from Rajasthan. Clashes with police forces, damage to government property and blockades of roads and trains were reported across states."
States should maintain law and order: Centre on Bharat Bandh,"Union Home Minister Rajnath Singh on Monday urged state governments to maintain law and order as the Bharat Bandh called by Dalits to protest the Supreme Court ruling on SC/ST act turned violent. Adding that Centre will provide assistance to states if required, Singh appealed to the public not to fall for ""rumours and false propaganda unleashed by mischievous elements"". "
"Direct Tax collection at â¹9.95 lakh crore, exceeds FY18 target","The Direct Tax collections for the financial year 2017-18 stood at â¹9.95 lakh crore exceeding the Budget Estimate of â¹9.8 lakh crore, the Finance Ministry announced on Monday. The provisional figure represents a 17.1% increase from the collections for the previous fiscal. The collection from corporate tax went up 17.1% while that from personal income tax rose 18.9%."
"UK, US playing children's games: Russia on spy poisoning row","Denying responsibility for the escalation of a diplomatic row over the poisoning of former spy Sergei Skripal in Salisbury, UK, Russian Foreign Minister Sergei Lavrov said that the UK and US were playing children's games. He further slammed the UK, US and other Western powers for ""dropping all proprieties"" and spreading ""blatant lies and disinformation"" about Russia."
"Mandela's ex-wife, anti-apartheid activist Winnie dies at 81","South Africa's anti-apartheid activist Winnie Madikizela-Mandela passed away on Monday after a prolonged illness at the age of 81, her family said in a statement. Winnie was the former wife of South Africa's President Nelson Mandela. Winnie had campaigned for the rights of black South Africans and her former husband's release during his 27-year imprisonment in his fight against apartheid."
UK admits to funding schools promoting jihad in Palestine,"UK Minister of State for International Development, Alistair Burt, has admitted that UK taxpayer money being spent on helping Palestinians is also funding schools teaching a curriculum that promotes martyrdom and jihad against Israel. A report had revealed that a Palestinian Physics textbook used an image of a boy with a slingshot targeting Israeli soldiers to teach Newtonian gravity."
Non-subsidised LPG cylinder price cut by â¹35.5,"The price of non-subsidised LPG has been reduced by â¹35.50 per cylinder, and that of the subsidised cylinder by â¹1.74 in Delhi. The new rates are effective from April 1, oil marketing companies have announced. A 14.2 kg non-subsidised cooking gas cylinder will now cost â¹653.50 in Delhi whereas a subsidised cylinder will cost â¹491.35."
"I am actually retired, literally doing nothing: Cameron Diaz","Talking about her acting career, Hollywood actress Cameron Diaz said, ""I'm semi-retired, too, and I am actually retired,"" while adding that she is literally doing nothing. However, she further said that she is open to reuniting with actresses Selma Blair and Christina Applegate, who were her co-stars in the 2002 film 'The Sweetest Thing'."
Hrithik replaces Ranveer for IPL opening performance: Report,"As per reports, Hrithik Roshan will perform at the opening ceremony of the upcoming edition of the Indian Premier League (IPL). This comes after Ranveer Singh reportedly opted out from the performance for the Twenty20 cricket league's opening ceremony due to a shoulder injury. The 11th season of the IPL is set to begin on April 7."
I hired a Hindi tutor for 'October': Banita Sandhu,"Banita Sandhu has revealed that she had hired a Hindi tutor for her debut Bollywood film 'October'. ""Learning a language like Hindi, when you live in London and people around you speak in English, it's very hard to pick it up,"" she added. She further said director Shoojit Sircar helped her improve her diction by training her through video calls."
Video shows making of Varun's character Dan from 'October' ,"The makers of the upcoming film 'October' released the making video of Varun Dhawan's character Dan. The video introduces Varun as Danish Walia (Dan), who has been described as a normal hotel employee battling with his daily tasks. Directed by Shoojit Sircar and also starring Banita Sandhu, the film is set to release on April 13. "
Varun to star opposite Alia in 'Aashiqui 3': Reports,"As per reports, Varun Dhawan will star opposite Alia Bhatt in the third instalment of the 'Aashiqui' franchise 'Aashiqui 3'. Earlier, there were reports of Sidharth Malhotra playing the lead role in the film. Varun and Alia have worked together in films like 'Student Of The Year', 'Humpty Sharma Ki Dulhania' and 'Badrinath Ki Dulhania'. "
Saina slams CWG organisers as father can't see her matches,"Ace Indian shuttler Saina Nehwal took to Twitter to slam Commonwealth Games organisers after her father's name was cut from team official category when they arrived in Australia. Adding that she had paid for her father's entry as official, Saina said, ""He can't see my matches...nor he can meet me in anyway...what kind of support is this @thecgf."""
"Dismissing Kohli, Dhoni in IPL on my bucket list: Kuldeep","Indian chinaman bowler Kuldeep Yadav has said dismissing Virat Kohli and MS Dhoni in the upcoming edition of IPL is on his bucket list. ""You donât get better players of spin bowling and IPL is the only tournament when you get to have a go at them,"" he added. Kuldeep will represent Kolkata Knight Riders in the 2018 IPL."
Footballer scores free-kick from halfway line in 92nd minute,Turkish football club Trabzonspor's central midfielder Juraj Kucka scored a free-kick from the halfway line in injury time against Galatasaray on Sunday. Kucka was fouled by Galatasaray midfielder Sofiane Feghouli before taking a quick free-kick which goalkeeper Fernando Muslera failed to parry as he was caught in front. Galatasaray won the match 2-1.
Rahul has no moral right to talk about Dalit issues: Paswan,"After Congress President Rahul Gandhi said keeping Dalits at the bottom is in BJP's DNA, union minister Ram Vilas Paswan said he has no moral right to talk about Dalit issues. He added the Congress did nothing for the Dalit community and only abused their leader BR Ambedkar. This comes amidst Dalit protests against Supreme Court's ruling on SC/ST act."
Centre playing with people's lives: SC on Delhi sealing case,"Slamming the Centre for its inability to stop encroachments, the Supreme Court on Monday said it was playing with the lives of people. The court directed the government to ensure that traders' protests against the ongoing sealing drive are stopped. The drive is aimed at establishments accused of encroachments, illegal construction and using residential property for commercial use. "
Govt imposes 10% tax on import of key smartphone components,"The government on Monday imposed a 10% import duty on three key smartphone components with a view to boost domestic manufacturing. The components are camera modules for phones, Printed Circuit Board Assembly, and connectors. Earlier in the Budget 2018-19, the government had raised import duty on mobile phones to 20% from 15%."
Protests erupt in US demanding closure of TN copper plant,"Several people in US cities of Washington DC and Minnesota took to the streets to demand the closure of Sterlite copper plant in Tamil Nadu's Tuticorin and protest against its proposed expansion. This comes days after 15,000 people protested in Tuticorin, claiming that the plant is polluting water, air and causing skin and respiratory problems for the local residents. "
There is sexual discrimination in bureaucracy: IPS Roopa,"IPS D Roopa, who exposed VVIP treatment to jailed AIADMK leader Sasikala, said there is sexual discrimination in Indian bureaucracy while adding that it is ""subtle"". Claiming that women are hardly given prestigious posts, Roopa added people often doubt whether a female officer can handle a sensitive or important place. Male subordinates often oppose a female officer's order, she said."
"15 killed, 83 injured in Boko Haram attack in Nigeria","At least 15 people were killed and 83 others were injured in Nigeria in an attack carried out by the Islamist militant group Boko Haram, officials said on Monday. The militants on Sunday attacked a military base and two villages near the city of Maiduguri. As many as 13 Boko Haram insurgents were killed in clashes with the Nigerian forces."
"Israel, UN reach deal to settle African migrants in West","Israel has reached a deal with the UN to settle African migrants in western countries, scrapping its earlier plans to deport them to Africa, a statement from the Prime Minister's Office said. As many as 16,000 African asylum seekers living in Israel will be sent to western countries. The new deal will be implemented over a period of five years."
"India seeks exemption from Trump's steel, aluminium tariffs","Union Minister CR Chaudhary has said the government has requested the US to exempt India from steel and aluminium tariffs. US President Donald Trump had signed two proclamations levying 25% tariff on steel and 10% tariff on aluminium imported from all countries except Canada and Mexico. Notably, India exports around $1.5 billion worth of steel and aluminium products to America."
Dhoni receives Padma Bhushan on 2011 World Cup win anniversary,"Former India captain MS Dhoni received Padma Bhushan, India's third highest civilian honour, at Rashtrapati Bhavan on Monday, seven years after leading India to victory in the World Cup final. Dhoni, who holds an honorary rank of Lieutenant Colonel in the Indian Army, was wearing his Army uniform at the event. He is the eleventh cricketer to receive the award."
"Over 1,300 robots dance together to break world record","As many as 1,372 robots danced together in Italy to set the Guinness World Record for the most number of robots dancing simultaneously. The attempt was made using the Alpha 1S robots, which are almost 40 cm tall each and made of aluminium alloy with a plastic coating. The earlier record was set by 1,069 robots in China in 2017."
May God keep you happy brother: Sunil wishes Kapil on b'day,"Sunil Grover took to Twitter to wish Kapil Sharma on his birthday, while tweeting, ""Happy Birthday Kapil Sharma. May God keeps you healthy and happy brother. Love and wishes."" Earlier this month, Kapil had accused Sunil Grover of spreading rumours and lying about not getting a call for the former's new show 'Family Time With Kapil Sharma'."
T'gana Speaker given 'milk bath' for new panchayat office,"Villagers and activists of the ruling TRS poured milk on Telangana Assembly Speaker Madhusudana Chary to honour him as he came to inaugurate a new gram panchayat office in his home constituency of Bhupalapally. The activists wanted to surprise the Speaker after the Assembly passed the Panchayati Raj Bill to create over 4,000 new gram panchayats."
Why have Dalit organisations called for a Bharat Bandh?,"Several Dalit organisations have called for a Bharat Bandh to protest a Supreme Court ruling barring automatic arrest and registration of cases under the SC/ST (Prevention of Atrocities) Act. The court had claimed the ruling was aimed at preventing misuse of the act. However, Dalit groups allege the ruling will dilute the act which was aimed to protect marginalised communities. "
4 killed in MP as Dalits protest SC ruling on SC/ST act,"Four people have been killed in Madhya Pradesh as Dalit protests against the Supreme Court ruling on SC/ST act turned violent on Monday. Several incidents of violence and arson were reported across states and train services were hit in Uttar Pradesh, Bihar, Odisha and Rajasthan. CBSE exams for Class 10 and 12 were postponed in Punjab owing to the protests."
