headlines,text
Home Ministry denies ISIS presence in Kashmir,"The Home Affairs Ministry on Tuesday denied the presence of ISIS in Kashmir even as the militant group claimed responsibility for the killing of a policeman. Earlier, J&K Police chief SP Vaid had said there was no substantial presence of ISIS in the Valley and the attack could be ""lone wolf"" or by individuals influenced by the militant group's ideology. "
Nawaz Sharif's brother appointed head of Pak's ruling party,"Pakistan's ruling Pakistan Muslim League-Nawaz (PML-N) party on Tuesday appointed ousted Prime Minister Nawaz Sharif's brother Shehbaz Sharif as its interim president. This comes after the country's Supreme Court disqualified Nawaz Sharif from the post last week and revoked all decisions made by him as the party head. The party elected Nawaz Sharif as the ""leader for life"". "
Amar Singh urges media to stop speculating on Sridevi's death,"Samajwadi Party MP Amar Singh on Tuesday requested the media and BJP MP Subramanian Swamy to stop speculating about the death of actress Sridevi. While Dubai media reports claimed that traces of alcohol were found in Sridevi's blood, Swamy said he believed that her death was a case of murder. Dubai Police said the actress died due to ""accidental drowning""."
"Running my own race, can't get into a rat race: John Abraham","Actor John Abraham has said he is happy that he is running his ""own race"", adding, ""Even if I try, I can't get into a rat race."" He further said, ""I...won't be here in the long run if I start running the race like everybody else...there is so much else out there in terms of content, subjects and directors."""
"Film heroes may become stereotypical, not actors: Nawazuddin","While talking about the evolution of Indian films, Nawazuddin Siddiqui said, ""I think only the heroes can become stereotypical, not actors."" ""The Bollywood hero who sings and dances with a heroine by his side, fights but still manages to look good after a beating...has become a stereotype. An actor can never become a typecast,"" he added. "
CBI books SBI official for demanding bribe to approve loan,"The CBI has registered an FIR against branch manager of SBI's Chandauli branch in Uttar Pradesh for allegedly demanding bribe to approve loan. The complainant alleged that the accused, Ajay Kumar Gaur, demanded a bribe of 5% for a loan of â¹10 lakh. He reportedly approached local police claiming that he did not want to pay the bribe."
Footballer given 6-month doping ban for drip put 2 years ago,"Former Arsenal and Manchester City midfielder Samir Nasri has been handed a six-month ban from football for undergoing intravenous drip treatment at Los Angeles in 2016. Nasri received 500 millilitres of hydration in the form of sterile water which contained micronutrient components, but it breached rules set by World Anti-Doping Agency. Nasri is currently without a club."
"Team India, Proteas donate â¹5.5L for Cape Town water crisis","Team India captain Virat Kohli and his Proteas counterpart Faf du Plessis have donated â¹5.5 lakh to the Cape Town Water Crisis on behalf of both the teams for drought relief efforts in Cape Town. This comes days after Cape Town pushed back 'Day Zero' to July 9, the day the city is expected to run out of water."
Andhra CM deletes tweet paying tribute to Veer Savarkar,"Andhra Pradesh CM Chandrababu Naidu on Monday reportedly deleted a tweet paying ""tributes to revolutionary freedom fighter"" Veer Savarkar on his death anniversary. Naidu may have deleted the tweet due to the strained relationship between TDP and BJP as the BJP holds Savarkar, who is said to have coined the term 'Hindutva', in high esteem, reports said."
"Seedha Rupaiyya, not Siddaramaiah govt in K'taka: PM Modi","Addressing a rally in poll-bound Karnataka, PM Narendra Modi on Tuesday said there was 'Seedha Rupaiyaa' governance and not ""(CM) Siddaramaiah governance"" in the state. He added that 'Seedha Rupaiyaa' was involved in every work in the state. Claiming that the BJP will win Karnataka Assembly elections, PM Modi said the incumbent Congress government's actions had made it unpopular.  "
"Is Khilji to blame for note ban 'failure', asks Shatrughan","Claiming that the demonetisation plan was a failure, BJP leader Shatrughan Sinha tweeted, ""Whom to blame? Nehru, Congress, Khilji or our one man show two man army?"" ""Terrorism has peaked...SBI posted a loss for the first time in 19 years, most PSU banks in the red, unemployment all around,"" he added countering reasons cited by PM Narendra Modi for demonetisation."
Kerala withdraws case against MLAs who vandalised Assembly,"Kerala's CPI (M) government has withdrawn a case against six Left MLAs for vandalising the state Assembly in 2015. The legislators had damaged property, disrupted Assembly proceedings as then Finance Minister KM Mani, accused in a scam, presented the budget. The opposition parties have slammed the withdrawal, arguing that the incident had caused a lot of shame for the state. "
Railways to install sanitary pad dispensers at 200 stations,The Railway Ministry on Monday said it aims to install sanitary pad dispensers and incinerators at about 200 stations by International Women's Day on March 8. The move is aimed to benefit Railway employees and passengers from financially weaker sections. The dispensers have already been installed at railway stations in New Delhi and Bhopal.
Hospice using vegetable truck to ferry old people to be shut,"The Tamil Nadu government has ordered the St Joseph's Hospice in Chengalpattu to shut down, days after it used a truck to ferry two senior citizens along with a corpse and vegetables. Revenue Divisional Officer Noor Mohammad said it was functioning without a licence. Over 80 senior citizens were reportedly forced to live in the home without their consent."
Mumbai station bridge where stampede killed 23 inaugurated,"A flower vendor on Tuesday inaugurated the newly constructed foot-overbridge at Mumbai's Elphinstone Road station as a tribute to the 23 people who died in a stampede in 2017. The bridge was commissioned after the stampede and has been constructed by the Army. The Railway Protection Force will be posted on the bridge initially to manage the crowd, reports said."
12-year-old killed in attack on Dalit family in Tamil Nadu,"A 12-year-old Dalit boy was hacked to death and his mother and sister suffered head injuries after they were attacked by unidentified assailants in a village near Tamil Nadu's Viluppuram, police said. The Social Democratic Party of India alleged that the women were sexually assaulted and demanded â¹25 lakh compensation for the family."
Bihar CM to not celebrate Holi after accident kills 9 kids,"Bihar CM Nitish Kumar has said he will not celebrate Holi this year, in the wake of the death of nine children in a car accident on Saturday. BJP leader Manoj Baitha allegedly killed nine students after his car ran over them and crashed into a school building. The BJP has suspended Baitha's membership for six years."
Changing India from old civilisation to modern society: PM,"Speaking at the India-Korea Business Summit on Tuesday, Prime Minister Narendra Modi said that the Centre was working towards transforming India from an ""old civilisation to a modern society, an informal economy to a formal economy"". He added that India is one of the few countries which possesses all three factors of the economyâ Democracy, Demography, and Demand."
Facebook removes page of 'Buddhist bin Laden',"Facebook has said that it has removed the page of Myanmar monk Wirathu, also dubbed as the 'Buddhist bin Laden', over his anti-Muslim stance. The move is a part of Facebook's crackdown on hate speech. Wirathu had used the platform to mobilise support against the Muslim community, especially Myanmar's persecuted Rohingya minority. "
Trump calls World Trade Organisation a 'catastrophe',"US President Donald Trump has called the World Trade Organisation (WTO) a 'catastrophe', accusing the trade body of making it tough for the US to do business. Trump further cited the North American Free Trade Agreement (NAFTA) between the US, Canada, and Mexico saying it could not impose higher import tariffs on the two countries due to the WTO rules."
Why does Trump oppose India's tariff on Harley-Davidson?,"US President Donald Trump opposed India's import duty of 50% on Harley-Davidson motorcycles as the US does not tax Indian motorcycle imports. He added the US wants fair and reciprocal trade deals. Reacting to India recently reducing the customs duty from 75%, he said that Prime Minister Narendra Modi gets 50% while the US still gets ""nothing""."
Nirav Modi's US firm files for bankruptcy post $2 bn fraud,"US-based Firestar Diamond Inc, controlled by PNB fraud accused jeweller Nirav Modi, filed for bankruptcy on Monday, along with its affiliates A Jaffe Inc and Fantasy Inc. Listing up to $100 million in assets and debt, Firestar blamed liquidity and supply chain challenges for bankruptcy after the nearly $2 billion fraud. Notably, Firestar is not named in PNB's fraud complaint."
Sridevi's cremation to be held in Mumbai at 3:30 pm tomorrow,"Late actress Sridevi's cremation will take place at Vile Parle Seva Samaj Crematorium in Mumbai after 3:30 pm tomorrow, her family announced on Tuesday. People can offer condolences to the actress at Mumbai's Celebration Sports Club between 9:30 am to 12:30 pm. The mortal remains of Sridevi were released to the family today and will reach Mumbai shortly."
"Gitanjali didn't repay more loans worth â¹5,280 cr: Reports","Mehul Choksi-owned Gitanjali Group has reportedly not repaid working capital loans worth nearly â¹5,280 crore to a consortium of 31 banks. Working capital loans are used to finance the everyday operations of a company. While ICICI Bank, which is the ""lead bank"" in the consortium, gave â¹405 crore, PNB has given the highest loan amount of â¹587 crore."
I-T dept seizes 173 paintings from Nirav Modi's premises,"The Income Tax Department has seized as many as 173 paintings and art works during raids at four premises linked to PNB fraud accused Nirav Modi. The paintings by ""eminent artists"" are being valued with the help of professionals, I-T officials said. The Enforcement Directorate had earlier seized Nirav Modi's luxury houses and land worth â¹523 crore."
Committed to clear all dues: Firm accused of â¹109-cr fraud,"UP-based Simbhaoli Sugars on Tuesday said it is ""committed to clear all of its outstanding dues"" of nearly â¹109 crore with Oriental Bank of Commerce (OBC) in due course of time. Following this, the firm's shares surged nearly 16% in morning trade. The CBI has booked top Simbhaoli Sugars executives after OBC filed a fraud monitoring report against the company."
Warne rightly predicted India-Eng 2011 WC match to be a tie,"Before India-England's 2011 World Cup match on February 27, 2011, ex-Australian spinner Shane Warne put out a tweet predicting the match would end in a tie. Warne's prediction came true when England scored 338/8 in reply to India's 338, and he was termed a 'genius' by then England captain Andrew Strauss. Many Pakistani cricketers demanded ICC to investigate Warne's 'prediction'."
"Giving birth ages women faster than smoking, obesity: Study","Having children adds eleven years to a woman's biological age and accelerates the ageing process more than smoking and obesity, according to a US-based study of over 1,900 women aged 20-44. The researchers studied the length of telomeres, the end section of a chromosome associated with longevity, and found motherhood shortened the telomeres by 4.2%, more than smoking and obesity."
Unused ladies quota train berths to be given to women first,"The Indian Railways has decided that unutilised berths under the ladies quota will be offered to women passengers on the wait-list first and then to senior citizens. Currently, vacant berths under the quota are offered to wait-listed passengers irrespective of gender. Reservation in trains is available for senior citizens, female passengers of above 45 and pregnant women."
"Trump calls PM Modi 'a beautiful man', mimics him","Speaking about his phone conversation with PM Narendra Modi regarding the tariff cut on Harley-Davidson motorcycle imports in India, US President Donald Trump said, ""He (PM Modi) said it beautifully, he is a beautiful man."" Trump joined his hands and mimicked PM Modi saying, ""We have reduced it (import duty) to 75. We have further reduced it to 50""."
Govt cuts airfare for Haj pilgrims after withdrawing subsidy,"The Centre on Tuesday reduced the airfare for people going on Haj pilgrimage, a month after it withdrew Haj subsidy to pilgrims. The move is part of the Centre's ""empowerment without appeasement"" policy, Minority Affairs Minister Mukhtar Abbas Naqvi said. Stating that pilgrims were ""politically and economically"" exploited during the UPA regime, he said airfare reduction will end the exploitation."
I believe my dad's denials of sexual offences: Ivanka Trump,"When asked about the sexual misconduct allegations against her father US President Donald Trump, Ivanka Trump said, ""I believe my father, I know my father. I have that right as a daughter to believe my father"". She also said it was ""pretty inappropriate"" for a reporter to ask such questions. At least 16 women had accused Trump of sexual harassment."
Las Vegas club lets customers pay strippers via Bitcoin ,"'The Legend Room' strip club in Las Vegas, US lets customers pay anonymously via Bitcoin and offers a discount for such customers. The strippers are temporarily tattooed with QR codes so they can be tipped in Bitcoin. Interestingly, the club has its own cryptocurrency LGD which is distributed through a mobile app and can be redeemed for drinks and dances."
RBI refuses to extend KYC compliance deadline for e-wallets,"The RBI has refused to extend the February 28 deadline for mandatory KYC (Know Your Customer) compliance by prepaid wallet customers. However, the central bank clarified that customers won't lose their outstanding balance even if KYC is not done. Customers can undertake transactions with the available balance but will have to complete the KYC before reloading the wallet."
TRAI's new predatory pricing rules not fair: Vodafone CEO,"Vodafone CEO Vittorio Colao has said that Indian telecom regulator TRAI's new rule on predatory pricing is ""not fair"". He said that Vodafone has lost 80% of India business due to the data pricing war fuelled by a new competitor in the market. ""It sounds like you have to fight somebody with hands tied at the back,"" he added."
Esha Gupta slams trolls mocking her over tweet on Syria,"After being trolled over a picture she posted on Twitter over the conflict in Syria, Esha Gupta slammed detractors, writing, ""Your dumbness is profound, there is a difference when you are KILLING them."" She added, ""That's the problem with you trollers...good for nothing...even in Humanity you see borders...Even for children you see religion...This is...called the dark age."""
Facts on Sridevi's death inconsistent; it was murder: Swamy,"BJP MP Subramanian Swamy has said the facts reported in the media about actress Sridevi's death were inconsistent and that he thought it was a murder. Adding that Sridevi never drank hard liquor, Swamy questioned reports that traces of alcohol were found in her blood. The Dubai Police said Sridevi died due to ""accidental drowning"" in her hotel room's bathtub. "
Sridevi maintained her dignity in a demanding industry: Ghai,"Filmmaker Subhash Ghai, while condoling the demise of actress Sridevi, said, ""She maintained her dignity and integrity as an actor, and a person, in this demanding industry."" ""She was a quiet lady who had a bundle of talent. She could shock directors,"" he added. Ghai further said, ""Her work onscreen will be written in textbooks."""
"Every time Mira accompanies me, I win an award: Shahid","Actor Shahid Kapoor has said he has won an award every time his wife Mira Rajput has accompanied him to award shows. ""Mira has always been lucky for me,"" he added. Shahid further said jokingly, ""But this year, since I have not been nominated in any categories, I didn't bring her along."""
"Dravid for PM, tweets user as U-19 coach takes bonus cut ","Reacting to India Under-19 head coach Rahul Dravid taking a prize money cut to ensure parity among colleagues, a user wrote, ""The Wall always stands tall."" Other tweets read, ""Rahul Dravid. You sir are a God. Our God,"" and, ""Can we please just elect Dravid to the post of PM? This is the kind of person India needs."""
Karnataka defeat Saurashtra to win Vijay Hazare Trophy,"Karnataka defeated Saurashtra by 41 runs in the Vijay Hazare Trophy final on Tuesday to win the tournament for the third time. Batting first, Karnataka put up a total of 253/10 driven by Mayank Agarwal's 90(79), before Saurashtra were bowled out for 212 in 46.3 overs. Agarwal hit 723 runs in eight matches in the tournament, including seven 80+ scores."
118-yr-old Davis Cup to convert into 'World Cup of Tennis',"The Davis Cup, in existence since 1900, may be converted into a 'World Cup of Tennis' from next year. The new format will feature 18 teams playing a week-long event at one venue, instead of the existing 16 teams playing across four different months. A 25-year, $3 billion partnership with investment group Kosmos is in place for the new event."
Twitterati react to Wozniak questioning Indians' creativity,"Reacting to Apple Co-founder Steve Wozniak's remark questioning creativity in India, a user tweeted, ""Obviously he hasn't seen and experienced great Indian Jugaad!"" Another user tweeted, ""Indians are more creative than the world thinks we are. We just need a better direction and packaging."" ""Apple talking creativity...they brought pen for their tablet much after Samsung note series,"" a tweet read."
Jupiter's icy moon may host life in its oceans: Study,"Jupiter's moon Europa may host life in an ocean of liquid water under its 10-kilometre-thick ice crust, suggested Brazilian researchers. The team based their claims on a bacterium that survives deep underwater without sunlight in environments similar to Europa. The bacterium in 2.8-km-deep South African mines was found to synthesise its energy from rock sulphates, formed via ionising radiation."
Mumbai bus service authority to get 40 eco-friendly buses,"The Brihanmumbai Electric Supply and Transport (BEST) panel has approved the procurement of 40 smaller electric vehicles, 20 AC and 20 non-AC buses, for the city. Electric buses are eco-friendly and don't emit gases and create less noise, it said. BEST, which already has four electric buses, will receive all the 40 buses within the next nine months."
Inquiry ordered after ATM machine stolen 2 times in 10 days,A departmental inquiry has been initiated against a station house officer after a private bank's ATM machine was stolen twice within 10 days in Gurugram. Police ordered the inquiry to find out the individual and collective security lapses that led to the two thefts. The officer has also been directed to solve the ATM theft cases on priority. 
"Comcast offers $31B for media firm Sky, rivals Murdoch's bid",US' largest cable operator Comcast has offered to buy UK-based media giant Sky for $31 billion. The offer is 16% above the existing offer from media tycoon Rupert Murdoch's 21st Century Fox. UK's competition regulator had provisionally halted the Fox bid to buy the remaining 61% of Sky citing possible market dominance.
Yuvraj Singh-backed startup backs B'luru AI startup Trilyo,"Cricketer Yuvraj Singh-backed advisory firm Startup Buddy has invested in Bengaluru-based software-as-a-service (SaaS) solutions startup Trilyo. Pulse Venture Capital and Amit Manocha also participated in the round. Founded in 2015, Trilyo provides hoteliers with AI-powered Bot, and lets them manage reservations, and guest information via its smart guest profiling system."
Dubai Police clears the release of Sridevi's body,Dubai Police has cleared the release of actor Sridevi's mortal remains to the Indian consulate and her family three days after her death so that they can start the embalming process. There has been no confirmation regarding the time it would take to fly back her body to India. Dubai's Media Office also declared the case was closed after investigation.
"Dubai Police close Sridevi death case, release body to family",The Dubai Media Office has announced that the police have closed the case on actress Sridevi's death following an investigation. The Dubai Police also released her mortal remains to her family members. Sridevi's body will reportedly be shifted from the mortuary in Dubai Police Headquarters to the Medical Fitness Centre in Muhaisnah for embalming.
Pichai holds no authority over resource allocation to Google,"Google CEO Sundar Pichai doesn't have authority over parent company Alphabet's overall resource allocation to Google, as per a report quoting SEC filings. Further, Pichai neither receives financial information about Alphabet's other subsidiaries nor has any decision-making power over them. However, Pichai can commit Google to investments up to a set amount without Co-founder Larry Page's approval."
Scientists set record for fastest distance measurements,"Germany and France-based researchers have recorded 100 million distance values per second, demonstrating the fastest distance measurement so far. The team studied a bullet travelling at 540 kmph with micrometre accuracy using laser-based LIDAR (light detection and ranging). Currently restricted to distances less than 1 metre, the technology could be used in autonomous navigation and 3D cameras."
Hyderabad Police arresting parents of underage drivers,"Following incidents of accidents caused because of underage driving, Hyderabad Police in February this year began arresting the parents of such minors. Police arrested four parents and imprisoned three for one day and one for two days. Further, the role of parents in such cases will be examined during a court hearing, officials said. "
Disclose Air India bills for PM's travel abroad: CIC to govt,The Central Information Commission has asked the Centre to disclose the expenses incurred on chartering Air India aircraft for PM Narendra Modi's abroad visits from 2013-2017. The directive comes after a retired Commodore claimed he was provided incomplete information in an RTI reply. The appellant said he wants people to know at what stage the bills are pending for payment.
UP bride takes 'baaraat' to groom's house breaking tradition,"A bride arrived at the groom's residence in Varanasi's Nayepur village in a horse-drawn cart, accompanied by the baaraat. The groom's father had requested the bride to bring the baaraat ahead of the wedding stating that he wanted to spread the message of respecting women and asserting the idea of gender equality."
300 kg of meth ingredient found hidden in highlighter pens,"Nearly 300 kg of ephedrine, an ingredient used to make meth, has been found hidden inside 21,000 highlighter pens in Australia. Police officers said the ephedrine could have been used to make meth worth A$120 million (â¹610 crore). A man has been arrested and charged in connection with the incident. "
93-year-old woman visits Kenya to volunteer at orphanage,"A 93-year-old woman from Italian town Noventa Vicentina set off for Kenya to volunteer at an orphanage on Monday. The woman, Nonna Irma, had been giving donations to the Kenyan orphanage for years. Her granddaughter said, ""Donations weren't enough, she wanted to make herself useful... Who's stopping her?"""
British supermodel Naomi Campbell condoles Sridevi's demise,"British supermodel Naomi Campbell, while condoling late actress Sridevi's demise, shared two of her pictures on Instagram stories and wrote, ""RIP Sridevi"". Indian-origin American author Padma Lakshmi also condoled her demise in an Instagram story. Several Pakistani artistes including Mahira Khan, Rahat Fateh Ali Khan and Ali Zafar had earlier tweeted condolence messages following her demise."
He was so grounded and simple: Dia Mirza on meeting Trudeau,"While talking about her interaction with Canada PM Justin Trudeau at the Young Change Makers Conclave in Delhi, actress Dia Mirza said, ""He was so grounded, simple, an earnest and honest person."" While adding that she had ""long admired"" him, she further said, ""He has a very real disposition about him and comes across as a very transparent human being."""
German village votes to keep 'Hitler Bell' as memorial,"A German village has voted to keep a Nazi-era church bell that bears a swastika and the words ""All for the Fatherland - Adolf Hitler"". The village council has argued that the 240 kilogram 'Hitler bell' serves as ""a memorial against violence and injustice"". A plaque describing the bell's history will now be fixed on the heritage-listed church."
Fielder takes one-handed catch with both feet in the air,"Karachi Kings' Joe Denly pulled off a one-handed catch to dismiss Lahore Qalandars' Denesh Ramdin in the Pakistan Super League on Monday. Ramdin cut a Mohammad Irfan delivery towards backward point, where Denly jumped to his right and grabbed the ball mid-air with his right hand. Ramdin was dismissed for 11 runs off 19 balls."
Usain Bolt to play charity football match at Man Utd's home,"Jamaica's eight-time Olympic gold medal-winning sprinter Usain Bolt will lead the 'World XI' team in a charity football match against team 'England' as part of UNICEF's 2018 Soccer Aid. The match, featuring celebrities and former footballers, will be held on June 10 at Manchester United's home ground Old Trafford. Bolt had earlier trained with German club BVB Dortmund."
Over 93 crore Windows malware detected in 2017: Report,"More than 93 crore Windows malware, and over 1.4 crore cryptocurrency miner malware hits were detected in 2017, according to anti-virus company Quick Heal. In its Annual Threat Report for 2018, it was revealed that ransomware grew 300% in 2017 in comparison with 2016. Further, more than 10 lakh Android malware were detected in 2017."
"Startup making car, bike seat which reduces jerks by 46%","Hyderabad-based startup Feel Good Innovations has developed car and bike seats which it claims can reduce jerks by 46% while driving. Called 'Fego Float', it has air cells that keep a thin layer of air between the rider and vehicle, to evenly distribute pressure on a user's back. The seat can be attached to a car or bike's usual seat."
Flyers told to 'prepare for worst' as tyre bursts on takeoff,"A United Airlines flight blew a tyre while it was taking off from US' Newark airport but continued on its journey. The passengers were reportedly told to ""prepare for the worst"" upon landing as there could be a problem with the landing gear. While fire and emergency services were called, the plane managed to land safely at the airport."
Rome witnesses snow for first time in 6 years,"The Italian capital city of Rome witnessed snow for the first time in six years on Monday as cold winds from Siberia moved across Europe. Schools were closed and public transportation was affected. Meanwhile, priests at St. Peter's Square in the Vatican took part in a snowball fight and nuns built snowmen. "
Hotel opens in building that was a fortress in 12th century,"A hotel housed in a building that was constructed as a fortress in the 12th century has opened in Tel Aviv, Israel. The hotel, which has undergone a major restoration, has 120 guest rooms as well as an infinity pool. There is also a spa with Turkish baths, a jewellery store, a gym, a restaurant and a bar. "
BJP doesn't care about kids: Cong leader on hit-and-run case,"Reacting to the hit-and-run case where a BJP leader allegedly mowed down nine children, Congress leader Renuka Chowdhury said that BJP doesn't care about children because they don't vote. A child's life is the most disposable commodity as far as BJP is concerned, whether it is children dying in Gorakhpur or children being mowed down by their leaders, she added. "
I'll attend council meet if CM ensures no attack: Chief Secy,"Delhi Chief Secretary Anshu Prakash has written to CM Arvind Kejriwal, saying he would attend Tuesday's council meeting ""on the assumption that the CM will ensure there's no physical attack and verbal assault on the officers."" ""It is also hoped that in the said meeting, proper decorum will be maintained and dignity of the officers will be protected,"" he stated."
Closest star's brightness increased by 1000 times for 10 sec,"Astronomers have reported a stellar flare, an energetic burst of radiation from Sun's nearest star Proxima Centauri, which increased the star's brightness by 1,000 times for 10 seconds. Being 10 times brighter than Sun's largest flares, the Proxima Centauri's flare made scientists question exoplanet Proxima b's habitability, which orbits its star 20 times closer than the Earth orbits the Sun."
Smoke in Telangana CM's helicopter triggers fire scare,"A fire scare was triggered on Tuesday after security personnel detected smoke coming from a bag placed inside Telangana CM K Chandrashekar Rao's helicopter, minutes before take off. Police said the smoke was due to a circuit problem in a wireless set in the bag. It was immediately removed from the chopper and CM Rao continued his journey as scheduled."
Gurugram hospital vandalised after patient denied treatment,"A government hospital in Gurugram was vandalised on Saturday night by the family members of a 78-year-old cancer patient after the hospital allegedly denied treatment to the man. The man's family alleged that the hospital authorities demanded â¹5,000 as a bribe to provide blood to the cancer patient and he was denied treatment after they refused to oblige."
Father ties minor son to pole for skipping school in T'gana,"A Class 6 student was allegedly tied to an electric pole and left in the sun for around three hours for not attending school in Telangana's Bhadrachalam. The child's father punished him after he didn't attend school for a week. The child and the parents were let off after they were counselled and no case was registered, police officials said. "
"Noida gets free, 24x7 dispensary for stray animals","A free, 24x7 dispensary for stray animals has been set up in Noida by a non-profitable group called House of Stray Animals. The dispensary, which will be overseen by expert veterinary doctors, will also have a mobile OPD to treat suffering stray animals. An emergency OPD-on-wheels will also be available for animals who have suffered serious injuries in accidents. "
Johnnie Walker launches 'Jane Walker' Scotch for Women's Day,"Diageo is launching a US limited edition of its Johnnie Walker Black Label Scotch featuring a woman called Jane Walker on the label. The icon will appear on 250,000 bottles of whisky and debut in March to coincide with Women's History Month and International Women's Day. For every bottle made, Diageo will donate $1 to organisations supporting women's causes."
Maldives declines India's invite for naval exercise 'Milan',"Maldives has declined India's invitation to participate in the biennial naval exercise 'Milan' beginning on March 6, Navy Chief Admiral Sunil Lanba said on Tuesday. This comes amid the state of emergency in Maldives after the government refused a Supreme Court order to release political prisoners. India had said it is important that Maldives returns to the path of democracy."
Mahindra invites Wozniak again after his creativity remark,"Mahindra Group Chairman Anand Mahindra has responded to Apple Co-founder Steve Wozniak, saying, ""Come back soon. We'll make you sing a different tune..."" Wozniak, on his recent visit to India, had said the culture in the country ""is one of success based upon academic excellence... and having a good job."" ""But where is the creativity?"" Wozniak asked."
UP witnessing development after 15 years: CM Yogi Adityanath,"Uttar Pradesh CM Yogi Adityanath on Sunday said that contrary to ""dynastic politics, casteism and politics of appeasement"" practised by previous governments, the state was now witnessing development after 15 years. Adding that the current state government has given a conducive environment to investors, the CM said that more than 35 lakh youngsters will get jobs in the state."
Goldman Sachs-backed startup buys crypto exchange Poloniex,"Goldman Sachs-backed US mobile payments startup Circle on Monday announced that it has acquired cryptocurrency exchange Poloniex. Circle did not disclose further details of the deal but reports suggested that the deal was worth $400 million (about â¹2,600 crore). Poloniex, which was founded in 2014, is within the top 20 largest crypto exchanges by trading volume."
Pak asks villagers along LoC to evacuate before firing,"Pakistani army reportedly used loudspeakers on Saturday at its Chakothi post along Line of Control (LoC) warning Indian villages to evacuate before opening fire. Five houses were completely destroyed in the attack, reports stated. This came a day after Pakistan took envoys of six countries to the LoC to show them the ""damage"" caused by firing from the Indian Army."
"Saudi reshuffles top posts, adds a woman deputy minister","Saudi Arabia's King Salman bin Abdulaziz on Monday reshuffled some of the kingdom's top military and ministerial posts to elevate younger officials in key economic and security areas. A woman was named Deputy Labour Minister, a rarity in the conservative kingdom, while one of the new posts was given to previously detained billionaire Prince Al-Waleed bin Talal's brother."
Russian channel uses video game footage to show war in Syria,"A news channel in Russia mistakenly used footage from a video game in a tribute to the armed forces. The gun-sight footage had shown a truck under attack. Meanwhile, the  channel, which had meant to show military action in Syria, said, ""the use of this frame was a mistake by the video editing director, who took it from the archive."" "
Man who claimed to be Bitcoin creator sued for $10 billion,"Craig Wright, who once claimed to be Bitcoin creator Satoshi Nakamoto, has been sued for $10 billion by the family of his former colleague Dave Kleiman. The lawsuit claims that Craig ""perpetrated a scheme"" to seize Bitcoins mined by Dave, who died in 2013. The duo allegedly controlled as many as 1.1 million Bitcoins at the time of Dave's death."
Video shows Sridevi dancing with Anil at Dubai wedding,"A video shows late actress Sridevi dancing with her brother-in-law Anil Kapoor at the wedding of their nephew Mohit Marwah in Dubai. They can be seen dancing to the song 'Chittiyaan Kalaiyaan' from the 2015 film 'Roy'. Anil and Sridevi have worked together in films including 'Mr India', 'Laadla', 'Judaai' and 'Roop Ki Rani Choron Ka Raja'."
Kim Kardashian shares first picture of daughter Chicago West,"Reality television personality Kim Kardashian took to Instagram to share the first picture of her newborn daughter Chicago West. ""Baby Chicago,"" she wrote in the photo's caption. The baby was born via surrogacy in January, as Kim had earlier suffered pregnancy-related complications. Kim has two other children, North and Saint, with husband Kanye West."
"French meat eatery attacked, 'Vegan Terror' painted on wall","A French meat restaurant was recently trashed by an unknown vandal who scrawled the words 'Vegan Terror' across its wall and windows. The restaurant managers called the vandal ""ignoble"" and believed the attack was due to jealousy. The police have launched an investigation into the incident, which took place when the restaurant was closed. "
India ranks 47th on Inclusive Internet Index: Facebook,"India has been ranked 47th out of 86 countries on the Inclusive Internet Index by the Economist Intelligence Unit (EIU), which was commissioned by Facebook. Sweden took the first place, followed by Singapore and the US. The scores on the index, which covered 91% of the world's population, is based on the scores of Availability, Affordability, Relevance and Readiness categories."
Apple has very sticky products: Warren Buffett,"Highlighting that Apple has an extraordinary consumer franchise, billionaire Warren Buffett has said that the technology giant's products are ""very sticky"". Buffett said Apple's ecosystem is strong to an ""extraordinary degree"" and users are locked in ""psychologically and mentally"" to its products. ""Over the last year we've bought more Apple than anything else,"" Buffett added."
Flight turns back as clipboard gets sucked into engine,"An Auckland-Sydney Jetstar flight was forced to turn back after takeoff because a clipboard left behind by an employee got sucked into the engine, it has been revealed. The employee had left the clipboard inside the engine cowling to protect it from the rain and wind. The incident came to light when pieces of paper were seen on the ground.  "
Would have resigned if I was in Jaitley's position: ex-FM,"Speaking at an interactive session on India's fiscal reforms, former Finance Minister P Chidambaram on Monday slammed Union Finance Minister Arun Jaitley saying, ""If I was in Jaitley's position, I would have resigned."" He further said, ""He (FM Jaitley) is perhaps in the unenviable situation of having to read a budget speech written by others, written in other places."""
"J&K issue due to govt's '56"" chhaati' approach: Chidambaram","Speaking at a session on India's fiscal reforms, Congress leader P Chidambaram has alleged the Centre's 56-inch chest approach was responsible for the degrading law and order situation in Jammu and Kashmir. ""Graph of violence in Jammu and Kashmir came down from 2010 to 2014...Only when they started adopting the macho, muscular 56"" chhaati approach, things turned worse,"" he said."
Stanford Prof drops lawsuit against his study's critics,"Stanford University scientist Mark Jacobson, who claimed that renewable energy could power the entire US grid by 2050, has withdrawn a multimillion-dollar lawsuit against his academic critics. Jacobson said ""there could be no end to this case... and both the time and cost would be enormous"". Meanwhile, his critics had argued that the lawsuit was an attack on scientific freedom."
