text,summary
"The US state of Indiana has passed a resolution recognising the contributions of Sikhs across the state and the country. The resolution stated that the Sikhs' ""significant contributions"" in serving the US ""merits appreciation as an integral thread in the fabric of American plurality"". There are estimated to be 5 lakh Sikh citizens in the US.",अमेरिकी राज्य ने सिखों के योगदान को मान्यता देते हुए प्रस्ताव पारित किया 
"After the Ã¢ÂÂ¹11,400-crore PNB fraud, the CBI has now registered a case against a Delhi-based diamond jewellery exporter for an alleged fraud of Ã¢ÂÂ¹389.85 crore at Oriental Bank of Commerce (OBC). The CBI has booked Dwarka Das Seth International for the alleged fraud, six months after OBC filed a complaint. The company availed various credit facilities from OBC between 2007-12.",दिल्ली के हीरा निर्यातक ने ¢ exporter389-करोड़ ऋण धोखाधड़ी के लिए बुक किया 
"In a letter to his employees, fraud-accused Gitanjali Gems owner Mehul Choksi said they should look for other ""career opportunities"" as he cannot pay salaries anymore. He said this was because of the seizure of various bank accounts and other properties by investigating agencies. ""I will face my destiny...have done nothing wrong and ultimately the truth shall prevail,"" Choksi added.","अब वेतन नहीं दे सकते, अन्य नौकरियों की तलाश करें: स्टाफ को चोकसी "
"Sachin Tendulkar hit the first-ever ODI double hundred against South Africa on February 24, 2010, in the 2,962nd ODI, 39 years after the first-ever ODI was played. Sachin slammed an unbeaten 200 off 147 balls, hitting 25 fours and 3 sixes. Interestingly, Test cricket's first-ever double hundred had come in the 16th Test, seven years after the first-ever Test.","39 साल, 2961 मैचों के बाद ओडीआई इतिहास का पहला दोहरा टन आया "
Athlete Jithin Paul became the first Indian athlete to be banned by the National Anti-Doping Agency for possession of a prohibited substance. NADA has handed Paul a 4-year-ban for possession of a banned substance called 'Meldonium'. The anti-doping authority also said that Paul had no justification for possession of the substance.,हर्डलर 1 भारतीय जो कि ड्रग कब्जे के लिए नाडा द्वारा प्रतिबंधित है 
"Czech Republic's Ester Ledecka became the first woman to claim gold medals in two sports at a Winter Olympics after claiming her second one in a snowboarding event at the PyeongChang Winter Games on Saturday. Ledecka, who is primarily a snowboarder, had earlier registered a shock victory in the Alpine skiing event at the Games.",22-वर्षीय प्रथम महिला शीतकालीन खेलों में 2 खेलों में स्वर्ण पदक जीतने वाली 
"Harvard researchers have developed an artificial eye which combines a metalens with an electronically controlled muscle. Apart from focussing images in real time like the human eye, the metalens can overcome aberrations like astigmatism and image shift, which the human eye cannot naturally do. It could enable embedded optical zoom and autofocus for cell phones and eyeglasses, said researchers.",नया लेंस मानव आंख की नकल करने के लिए वास्तविक समय में ध्यान केंद्रित कर सकता है 
"Late Apple Co-founder Steve Jobs' job application, which dates back to 1973 and was written before Apple was founded, will go up for auction next month. In the application, Jobs specifies his Major as ""english lit"" and describes his 'Special Abilities' as ""electronics tech or design engineer. digital."" Filled by Jobs himself, the application is estimated to fetch over $50,000.",नीलामी में जाने के लिए स्टीव जॉब्स के पूर्व-ऐप्पल नौकरी आवेदन 
"Google on Friday announced a three-day 'Developer Students Club' Summit in Goa, which aims to impart knowledge about latest technologies amongst students. The Summit, which will end on February 25, will be attended by 200 student ambassadors from 170 colleges in India. During the course, the students will learn about emerging technologies including Artificial Intelligence, and Cloud Platforms.",Google ने गोवा में पहली बार डेवलपर छात्र क्लब शिखर सम्मेलन आयोजित किया 
"About 11 years after its incorporation, American file hosting service Dropbox, has filed for an IPO (Initial Public Offering), seeking to raise up to $500 million. In its filings, Dropbox revealed it incurred net losses of $111.7 million in 2017, down from $210.2 million in 2016. Dropbox was founded by Massachusetts Institute of Technology alumni Arash Ferdowsi and Drew Houston.",$ 500 मिलियन तक के आईपीओ के लिए ड्रॉपबॉक्स फाइलें 
"Gujarat MLA Jignesh Mevani has shared a WhatsApp chat between two senior policemen, wherein they are allegedly planning his encounter. The chat reportedly includes two videos, with one showing policemen thrashing a man dressed like a politician and the other shows UP CM Yogi Adityanath defending police encounters. The videos were followed by a message, reading ""Scores will be settled"".",मेवानी ने दावा किया है कि उसके एनकाउंटर की योजना को पुलिस ने शेयर किया है 
"US President Donald Trump's eldest son Donald Trump Jr, who is on a visit to India, has said that he loves the Indian media as it is ""mild and nice"". Speaking at a business summit on Friday, he also criticised the American media as ""aggressive and brutal"", saying that it misinterpreted his recent comment on India's poor people.","मुझे भारतीय मीडिया से प्यार है, अमेरिकी मीडिया क्रूर है: डोनाल्ड ट्रम्प जूनियर "
"Ramdas Mane from Maharashtra's Pune has been building toilets out of thermocol with cement coating in 2 hours. Mane's company has built over 22,000 toilets all over India and received several awards from the government and other organisations for his innovation. Mane said he has also given these toilets as wedding gifts to girls who can't afford to build them.",महाराष्ट्र में थर्मोकोल से आदमी शौचालय का निर्माण करता है 
"Nabha jailbreak mastermind and Khalistani terrorist Ramanjit Singh alias Romi has been arrested in Hong Kong by Chinese law enforcement agencies. Following the arrest, Punjab Police has approached the government to extradite Romi. Notably, he had close links with Pakistan's Inter-Services Intelligence (ISI) and was believed to have coordinated links between terrorists and gangsters in Punjab.",नाभा जेलब्रेक का मास्टरमाइंड हांगकांग में गिरफ्तार 
"The charities of 26/11 Mumbai terror attack mastermind Hafiz Saeed's Jamaat-ud-Dawa (JuD) and Falah-e-Insaniat Foundation (FIF) are operating freely in Pakistan despite being banned by the country's financial regulatory body, according to reports. The charities of the JuD and the FIF, which the US claims are terrorist outfits, include over 300 seminaries, schools, and hospitals.",26/11 के मास्टरमाइंड पाक में स्वतंत्र रूप से काम करने वाले प्रतिबंधित चैरिटीज 
"The channel &TV, while speaking on the row over singer Papon kissing a minor girl in a show aired on its network, said it extends its support to all parties who are impacted by this incident. ""We as a channel have always been focused on the safety, security and well-being of the contestants participating in our shows,"" it added.",चैनल पर Papon चुंबन नाबालिग लड़की पंक्ति पर बोलता है 
"Actor Amitabh Bachchan took to Instagram to share a video of himself rapping for his upcoming film '102 Not Out'. He wrote in the video's caption, ""3:30 am... in the recording studio."" The Umesh Shukla directorial will feature Bachchan portraying a 102-year-old father to a 75-year-old son, played by Rishi Kapoor.",वीडियो में अमिताभ बच्चन को '102 नॉट आउट' के लिए रैप करते हुए दिखाया गया है 
"Indian Premier League sides Rajasthan Royals and Kolkata Knight Riders will announce their new captains live on TV for the first time. Rajasthan Royals, who are returning to the tournament after a two-year ban, will name their skipper on Saturday while Kolkata Knight Riders will name theirs on March 4. The tournament is set to begin on April 7.","आईपीएल के आरआर, केकेआर के कप्तान टेलीविजन पर रहते हैं "
"The English Football Association (FA) has charged former FC Barcelona and current Manchester City manager Pep Guardiola for promoting political messages by wearing a yellow ribbon in support of Catalan independence. Guardiola, who was born in Catalonia, has been sporting the ribbon since October when a banned independence referendum was held in the region and two key activists were imprisoned.",कैटलन स्वतंत्रता रिबन के लिए एफए द्वारा आरोपित पूर्व-बारा कोच 
The Pakistan Cricket Board has taken strict security measures in order to avoid a repeat of 2017's spot-fixing scandal that took place in the Pakistan Super League (PSL). The board has reportedly tied up with a website that will monitor any unusual betting trends in PSL's third edition. It has also imposed restrictions on players as part of the measures.,पीसीबी PSL के लिए सख्त सुरक्षा उपायों को लागू करता है 
Canadian password management startup 1Password has created a proof-of-concept feature that will allow a user to check if their password already exists. 1Password created the feature by integrating it with a database of over 500 million leaked passwords collected from various breaches. The users can check the password by clicking on 'Check Password' icon.,स्टार्टअप उपयोगकर्ताओं को यह जांचने देता है कि क्या उनका पासवर्ड पहले इस्तेमाल किया गया था 
"A groom and his grandmother were killed after a bomb, which was sent as a wedding gift, exploded in Odisha's Balangir district. The couple had received the gift on February 18, while the blast took place when they were opening it at their house. The bride was also left critically injured in the blast.",शादी के उपहार के रूप में भेजे गए बम के फटने के बाद दूल्हे की मौत हो गई 
"A policeman was injured at a police station after his service rifle went off accidentally in Jammu and Kashmir's Shopian district on Saturday. The policeman, identified as Muhammad Amir, reportedly injured his left leg and was shifted to Srinagar for treatment. A similar incident took place last year when a policeman's rifle went off accidentally while he was cleaning it.",उसकी सर्विस राइफल के गलती से चले जाने के बाद कॉप घायल हो गया 
"At least 16 infants in Telangana's state-run Sishu Gruh, a safety home for infants, have died within a month. An NGO has filed a petition in the high court against the children home following the incident. Child rights activist Achyuta Rao blamed the death of the infants on staff negligence and requested the government to keep proper caretakers.",तेलंगाना के राज्य संचालित शिशु गृह में एक महीने में 16 बच्चे मर जाते हैं 
"The Uttar Pradesh government is trying to develop various religious sites in the state and convert them into world-class tourist destinations, Chief Minister Yogi Adityanath said on Saturday after visiting Mathura's Krishna Janm Bhumi. He further assured that the government will take all the necessary steps to ensure the security and comfort of the pilgrims visiting the state.",धार्मिक स्थलों को पर्यटन स्थल बनाने की कोशिश: यूपी सीएम 
"A group of protesters threw eggs at a US delegation visiting a research and polling centre near Palestine's Ramallah on Thursday. Protesters held banners saying, ""The US is part of the problem, not the solution"", in light of President Donald Trump's declaration of Jerusalem as Israel's capital. The delegation had to be evacuated from the city by Palestinian police forces.",यरूशलम को लेकर फिलिस्तीन में अमेरिकी अधिकारियों पर फेंके गए अंडे 
"A woman from Tennessee was arrested on Friday after she intentionally drove a white van into a White House security barrier. The woman was seen holding a gun in her hand. The 35-year-old has mental problems and is known to the US Secret Service because she had been around the White House before, officials have said.",व्हाइट हाउस बैरिकेड में बंदूक के साथ महिला दुर्घटनाग्रस्त कार 
"Aprilia launches their new two-wheeler SR 125, with Ã¢ÂÂFind Your FunTwinÃ¢ÂÂ TVC. It captures the trending concept of Ã¢ÂÂtwinningÃ¢ÂÂ. The TVC shows people of various tastes finding someone just like them in the most unexpected situations; enjoying their ride & having fun together. Ad ties in to their features of longer seats & raised grab handles for the pillion rider.",अप्रिलिया ने SR125 को win Â˜ € FunFind योर फनट्विन es campaign € ™ अभियान के साथ लॉन्च किया 
"The US on Friday announced the largest-ever sanctions on North Korea as claimed by President Donald Trump. The sanctions will target more than 50 vessels, shipping companies, and trade businesses assisting North Korea in evading sanctions. The US has been imposing sanctions to put pressure on North Korea over its nuclear and ballistic missile programme.",अमेरिका ने उत्तर कोरिया के खिलाफ 'सबसे बड़े' प्रतिबंधों की घोषणा की 
"China has voted in favour of putting Pakistan on the global terrorist-financing watchlist of Financial Action Task Force (FATF), removing its earlier objections to the move, according to reports. Pakistan is expected to be placed on the 'grey list' from June. The listing could make it harder and more expensive for Pakistan to borrow money from the international debt markets.",चीन ने पाकिस्तान पर आतंकी निगरानी रखने के लिए दिया वोट: रिपोर्ट 
"The first poster of Parineeti Chopra and Arjun Kapoor starrer 'Namaste England' has been revealed. Sharing the poster, Parineeti wrote, ""IT. IS. HERE!... My funnest film to date!"" The film is a sequel to Akshay Kumar and Katrina Kaif's 2007 film 'Namastey London'. Directed by Vipul Amrutlal Shah, 'Namaste England' is set to release on December 7.","परिणीति का पहला पोस्टर, अर्जुन स्टारर 'नमस्ते इंग्लैंड' आउट "
"Rating points in rankings, which signify a batsman's moving average, are calculated by combining his weighted performance in the latest match with his previous rating. The factors that influence the points include runs scored, ratings of opposing bowling attack, level of scoring and match result, among others. If a batsman achieves over 900 points, it is considered a 'supreme achievement'.",बल्लेबाजों के लिए रेटिंग अंक की गणना कैसे की जाती है? 
"The Finance Ministry on Friday reportedly asked banks to appoint a special agency to monitor the status of loans above Ã¢ÂÂ¹250 crore. The ministry has also written to Hong Kong branches of four Indian banks, asking them to reconcile accounts and check for irregularities. These branches allegedly gave $1.77 billion to Nirav Modi-linked firms based on PNB's fake LoUs.",बड़े ऋणों की निगरानी के लिए विशेष एजेंसी की स्थापना: बैंकों को सरकार 
"Bengaluru FC became India's first club to earn a transfer fee from a foreign club after Chinese League One side Zhejiang Lucheng signed Bengaluru FC player Edu Garcia for an undisclosed amount. Edu, who was signed by Bengaluru FC for a season-long deal in September, has scored two goals and provided five assists for the club so far.",विदेशी हस्तांतरण शुल्क अर्जित करने के लिए बेंगलुरू एफसी 1 भारतीय क्लब 
"Speaking at an event in Mumbai on Friday, Patidar leader Hardik Patel said, ""I like Rahul Gandhi at a personal level, but I do not consider him as a leader because he is not my leader."" Patel also announced that he won't contest the next Lok Sabha elections despite attaining the age of 25 years.",मुझे राहुल गांधी पसंद हैं लेकिन वह मेरे नेता नहीं हैं: हार्दिक पटेल 
"The Election Commission on Friday announced that elections to 58 seats in the Rajya Sabha will be held on March 23, as MPs from 16 states are scheduled to retire in April-May 2018. While the last date for filing nominations is March 12, the votes will be counted on March 23. The states include Uttar Pradesh, Maharashtra, Bihar and Karnataka.",23 राज्यों की 58 राज्यसभा सीटों के लिए 23 मार्च को चुनाव 
"Addressing a population control campaign in Uttar Pradesh, BJP MLA Vikram Saini said, ""I have told my wife to keep producing children, even though she told me that two were enough."" Hindus should not stop producing children until a law for population control comes into existence, Saini added. He asserted that Hindus have accepted the two-child policy, but others haven't.",मैंने अपनी पत्नी से कहा है कि वे बच्चे पैदा करें: यूपी बीजेपी विधायक 
"Swachh Bharat Abhiyan mascot Kunwar Bai passed away aged 106 in Chhattisgarh's Raipur due to a prolonged illness. The state government selected her as the mascot after she sold off her goats to build toilets at her house. Felicitating Bai for her efforts to make her village open-defecation free, PM Narendra Modi had urged the media to ""spread her story"".",106-वर्ष के स्वच्छ भारत अभियान शुभंकर का निधन 
"UIDAI on Friday tweeted that children below the age of five years will receive a blue-coloured 'Baal Aadhaar' card. While the Baal Aadhaar will not carry biometric details of the child, it will be updated with the information after the child crosses the age of five. Several schools across Delhi have reportedly made children's Aadhaar numbers mandatory for admissions.",ब्लू बाल आधार पाने के लिए 5 वर्ष से कम आयु के बच्चे 
"Union Minister for Law and Information Technology Ravi Shankar Prasad in an interview recently said innovation should not be killed in the name of privacy. Adding that a stray case of failure cannot be used to blame the entire system, he said the government is ensuring that no one is excluded from welfare schemes for lack of Aadhaar.",कंधे से कंधा मिलाकर गोपनीयता के लिए नवाचार को खत्म करें: आधार पर मंत्री 
"A class 11 female student was hacked to death by an assailant outside her school in Madhya Pradesh's Anuppur district, police said on Friday. The assailant used a sword to severe the neck of the girl, who was walking to the school to appear in an examination. Police have detained a man who was earlier accused of eve-teasing the victim.",स्कूल की कक्षा 11 की लड़की ने स्कूल के बाहर परीक्षा दी 
"The shooting of Sushant Singh Rajput and Sara Ali Khan's 'Kedarnath' has resumed amid controversy surrounding its director Abhishek Kapoor and the producers. A picture, captioned 'Jai Shiv Shambhoo!', was shared by Sushant where he can be seen with Sara and Kapoor. Earlier, the producers had filed a lawsuit against Kapoor saying he delayed the shooting and caused monetary loss.",विवादों के बीच 'केदारनाथ' की शूटिंग शुरू 
"Salman Khan has said articles come on his affairs, on him working with beautiful heroines and then suddenly a court date comes up. He further said, ""People think I don't give a damn about things."" He also said he didn't have the luxury of being depressed, while adding, ""You have to be (in) character, no matter what you're going through.""",मीडिया मेरे मामलों पर तब तक चर्चा करता है जब तक कि अदालत की तारीख नहीं आ जाती: सलमान 
"Malaika Arora Khan, while talking about the time she started modelling, said that senior models Mehr Jesia and Namrata Shirodkar ganged up against her. She added that it was common for senior models to gang up against the new girls backstage. However, Malaika said that she is friends with both Namrata and Mehr now.","जब मैंने मॉडलिंग शुरू की तो मेहर, नम्रता मेरे खिलाफ: मलाइका "
"After being adjudged out, Karachi Kings' Colin Ingram called for a review claiming the ball hit just his helmet before Quetta Gladiators' Rahat Ali caught it during a PSL match. Interestingly, the no-ball replay showed Ingram standing at the non-striker's end with Jofra Archer bowling a legitimate delivery. Further, the replays confirmed Ingram's glove had touched the ball.",दूसरे छोर पर खड़े स्ट्राइक पर नो-बॉल रिप्ले बल्लेबाज को दिखाता है 
"German police have stated that they have arrested a Russian football hooligan who was wanted for the ""attempted homicide"" of an England supporter during the Euro 2016 fan violence. Police said they detained the wanted man on his arrival at Munich airport en route to Bilbao, where the 31-year-old was travelling for a European League match.",यूरो 2016 में हत्या के प्रयास के लिए रूसी गुंडे को गिरफ्तार किया गया 
"Reacting to President Ram Nath Kovind playing virtual reality (VR) cricket, cricketer-turned-commentator Virender Sehwag tweeted, ""Waah ji, kya baat hai, maananiya (Rahstrapati) ji, aap bhi opening pe! Har koi banega Sehwag...Ab aayega asli Mazaa."" Sehwag also shared a picture of President Kovind wearing VR gear and holding a bat during the launch of a VR cricket startup.",Har koi banega सहवाग: प्रीज कोविंद पर सहवाग क्रिकेट खेलते हुए 
"Slamming Delhi Chief Secretary Anshu Prakash for making ""false claims"" about being assaulted by AAP MLAs at CM Arvind Kejriwal's residence, AAP MLA Naresh Balyan on Friday said, ""Such officials must be thrashed."" He added that officials who block development work over ""commission"" should be thrashed. Two AAP MLAs accused in the case have been sent to a 14-day custody.",ऐसे अधिकारियों को मारना चाहिए: AAP विधायक पर चीफ सेकी का हमला 
Congress leader Anand Sharma has accused Prime Minister Narendra Modi-led Centre government of favouring diamond firms instead of Public-Sector Units (PSUs) in getting foreign deals. He further alleged that the government had cut out PSU's like Metals and Minerals Trading Corporation of India and Hindustan Diamond in 2015 at a time when diamond purchase pacts were being inked with Russia.,पीएम ने सार्वजनिक इकाइयों के खिलाफ निजी हीरा फर्मों का समर्थन किया: कांग 
"Bengaluru-based dairy and poultry products delivery startup Doodhwala has raised $2.2 million in a seed funding round from Omnivore. As part of the deal, Omnivore will acquire a minority stake in the startup. Founded in 2014 by Manipal Institute of Technology alumni Aakash Agrawal and Ebrahim Akbari, Doodhwala is a subscription-based service and offers over 70 varieties of milk.",डेयरी उत्पाद वितरण स्टार्टअप दुधवाला $ 2.2 मिलियन बढ़ाता है 
"""Antidepressants are an effective tool for depression,"" an international review of 522 studies involving 116,477 patients confirmed. However, scientists noted just one in six people receive proper treatment in the ""rich"" world while it's one in 27 for the developing nations. Affecting 350 million people, ""depression is the single largest contributor to global disability,"" said an Oxford professor.","एंटीडिप्रेसेंट काम करते हैं, 500 वैश्विक अध्ययनों की समीक्षा कहते हैं "
"Addressing a business summit, Prime Minister Narendra Modi on Friday said India will not tolerate the loot of public money, adding that the government will continue to take strict action against financial irregularities. This comes after jeweller Nirav Modi was accused of defrauding the Punjab National Bank of over Ã¢ÂÂ¹11,300 crore. PM Modi added that supervisory authorities must be diligent.",भारत को जनता के पैसे की लूट बर्दाश्त नहीं होगी: पीएम मोदी 
"The North and East Delhi Municipal Corporations have requested the Delhi government to sanction loans worth Ã¢ÂÂ¹540 crore to pay their employees salaries for three months. This comes after several municipal school teachers threatened to launch an indefinite strike over non-payment of salaries. The state has not yet released the Ã¢ÂÂ¹1,700-crore global share pending since December, officials said.",वेतन के लिए नागरिक निकाय दिल्ली सरकार से ¢ loan540 करोड़ का ऋण चाहते हैं 
Israeli Prime Minister Benjamin Netanyahu's former aide Shlomo Filber has turned a state witness in corruption cases against the PM. Filber was arrested over allegations that he had provided favours to the telecom company Bezeq in exchange for providing positive coverage of Netanyahu and his family. Netanyahu has been accused of receiving gifts and favours from business executives.,इज़राइल के पीएम सहयोगी भ्रष्टाचार की जांच में उनके खिलाफ गवाह बने 
"Singer Papon, while addressing the controversy around him kissing an 11-year-old female contestant of a reality show, wrote on social media, ""It is just a case of faulty camera angles...an accidental move and not a sexual assault as being reported."" Papon added, ""There is a little girl involved...Both of our families are being destroyed forever, by people jumping to conclusions.""",दोषपूर्ण कैमरा के एक मामले का कोण : Papon नाबालिग लड़की चुंबन पर 
"Prime Minister Narendra Modi welcomed his Canadian counterpart Justin Trudeau on Friday with a hug at the Rashtrapati Bhavan where Trudeau inspected a guard of honour and met Indian officials. ""Your visit was awaited since a long time. Very happy that you came here along with your wife and children,"" Modi told Trudeau. Trudeau had arrived in India on Saturday.",पीएम नरेंद्र मोदी कनाडा के पीएम ट्रूडो का गले मिलकर स्वागत करते हैं 
"Addressing the controversy around singer Papon kissing an 11-year-old female contestant of a reality show, the singer's lawyer Gaurang Kanth has said that consent of the child is not important. ""Papon gave a peck on the girl's lip, it was to show affection,"" said Kanth. He added that nothing is wrong as Papon thinks of her like his own child.",बच्चे की सहमति जरूरी नहीं है : चुंबन पंक्ति पर Papon के वकील 
"The Congress has accused Mehul Choksi-owned Gitanjali Gems of an additional Ã¢ÂÂ¹5,000-crore fraud, calling it ""Jan Dhan Loot"". It alleged that Gitanjali floated three jewellery investment schemes and said that invested amount could be used for jewellery purchases with additional bonuses after the scheme's maturity. However, in most cases, neither the jewellery was given nor the amount was returned.","गीतांजलि द्वारा कांग्रेस ने अतिरिक्त alle ,0005,000 करोड़ की धोखाधड़ी का आरोप लगाया "
"The Income Tax Department has attached a property worth Ã¢ÂÂ¹1,200 crore of Mehul Choksi-owned Gitanjali group, located in a Special Economic Zone in Hyderabad. It said the property has been provisionally attached under the I-T law and action was taken to ""recover outstanding tax demands"". Earlier, the department attached nine bank accounts and seven properties of Gitanjali group and Choksi.","I-T विभाग ने गीतांजलि की संपत्ति ¢ ,1,200 करोड़ की है "
"Telecom Major Bharti Airtel and Chinese telecom equipment manufacturer Huawei on Friday announced they have successfully conducted India's first-ever 5G trial, achieving a data speed of over 3 GB per second. This comes days after state-run BSNL signed a pact with Japan's NTT AT and their Indian partner Virgo Corps to create a ""5G test-bed"".","भारत की पहली 5G ट्रायल सफल, 3 जीबी प्रति सेकेंड गति "
"A 29-year-old man in Mumbai was diagnosed with a severe chest infection after smoking hookah fired with 'magic coal' for two months. Magic coal, which is charcoal doused with hazardous chemicals to make it burn faster, caused breathlessness and respiratory failure. The man was on continuous antibacterial and antifungal medicines, and has now been asked to abstain completely from smoking.",मनुष्य को सीने में संक्रमण के बाद धूम्रपान करने की सुविधा मिलती है 
"India's ranking in 2017 global corruption index fell by two places to 81 among a group of 180 countries. The Corruption Perceptions Index 2017 released by non-government organisation Transparency International also listed India as one of the ""worst offenders"" in the Asia-Pacific region. While China fared better than India with a rank of 77, Pakistan ranked 117 on the index.",वैश्विक भ्रष्टाचार सूचकांक में भारत दो स्थान पर है 
"US comedian Stephen Colbert mocked President Donald Trump's son Donald Trump Jr over his remarks that the poorest of poor in India are always smiling, by releasing a parody of the song 'Nimbooda Nimbooda'. Colbert modified the song's lyrics, saying poor people in India are always smiling ""because they are happy to know their President is not your dad"".",भारत के गरीबों पर ट्रम्प जूनियर की टिप्पणी 'निम्बूदा' के साथ 
"The Strategic Forces Command on Friday successfully test-fired the nuclear-capable Dhanush ballistic missile from an Indian Navy vessel off Odisha coast, Defence officials said. The surface-to-surface missile has a 350-km range and can carry a 500-kg nuclear payload. The missile, which can attack both land and sea-based targets, has already been inducted into the defence services.",परमाणु-सक्षम धनुष मिसाइल का सफलतापूर्वक परीक्षण-परीक्षण किया गया 
"A 30-year-old tribal man, reportedly mentally unsound, was tied up and beaten by a mob in Kerala's Attappadi on Thursday for allegedly stealing rice from a store. The man, who used to live a forest, died after the mob handed him over to the police. The incident prompted outrage after selfies showing the mob harassing the victim surfaced online.",लोग केरल की भीड़ के साथ सेल्फी लेते हैं और आदिवासी आदमी को मारते हैं 
"The White House has said that US President Donald Trump is not satisfied with the progress made by Pakistan in terms of its actions against the war on terror. However, the White House added that Pakistan had made progress by acknowledging the US' concerns. Trump had slammed Pakistan over its inaction against terrorism, saying it provided safe havens to terrorists.",आतंक के खिलाफ युद्ध में पाक के काम से असंतुष्ट ट्रम्प: डब्ल्यूएच 
"A group of children in Russia's Yakutia Republic trolled Hollywood actor Leonardo DiCaprio over his concerns on climate change. The children threw freezing water on themselves, saying they were ""doing well in the cold weather"". DiCaprio's foundation had attributed record low temperatures in Yakutia Republic's Oymyakon region to climate change and said that it posed a threat to locals' lives.",रूसी बच्चों ने अपने जलवायु परिवर्तन की चिंताओं पर डिकैप्रियो को ट्रोल किया 
"An armed officer assigned to the Florida school, where an expelled student killed 17 people in a mass shooting last week, stood outside the building during the shooting and did not intervene, police have said. When asked by a reporter what the officer should have done, the police said that the latter should have ""gone in and killed the killer"".",फ्लोरिडा स्कूल में सशस्त्र अधिकारी ने शूटर को रोकने के लिए कुछ नहीं किया 
"Technology company Dell's CEO Michael Dell had bought a penthouse on Manhattan's Billionaires' Row for $100.47 million in 2014, making it the most expensive home ever sold in New York, it has recently been revealed. The over 10,000-square foot apartment has six bedrooms and six bathrooms. It is reportedly the only property in the city to break $100-million barrier.",डेल के सीईओ ने $ 100 मिलियन के लिए न्यूयॉर्क का सबसे महंगा घर खरीदा 
"Anand L Rai has revealed a producer told him if he made the character 'Manu' in 'Tanu Weds Manu' a little macho, he could get Rai a bigger star than Madhavan. ""There was a temptation to get a bigger star,"" he added. However, Rai further said he didn't change the cast as he didn't want to change the film's story.",तनु वेड्स मनु के लिए बड़े पुरुष स्टार पाने की सलाह दी गई थी: राय 
"Madhu Mantena, co-producer of the Ã¢ÂÂ¹500 crore film being planned on the epic Ramayana, signed a memorandum of understanding (MoU) with the Uttar Pradesh government's cinema arm Film Bandhu. Awanish Kumar Awasthi, Chairman of Film Bandhu said they would fully support the making of 'Ramayana' in the state. The film will reportedly be India's most expensive film to be made.",यूपी सरकार के साथ uc ana ers500 करोड़ की रामायण फिल्म साइन के निर्माता MoU 
"'The Mummy' actor Brendan Fraser alleged that he was molested by former president of Hollywood Foreign Press Association Philip Berk, when he grabbed the actor's a** cheek at an event in 2003. Sharing details of how he was allegedly harassed by Berk, Fraser added, ""I felt ill. I felt like a little kid... I thought I was going to cry.""",H'wood प्रेस समूह के पूर्व-प्रेज़ ने मेरा **: 'द ममी' अभिनेता पकड़ लिया 
"Salman Khan took to Twitter to announce the new release date of his brother-in-law, Aayush Sharma's debut film 'LoveRatri' as October 5. ""#Loveratri releasing 224 days from today... batao kya date hai release ki,"" tweeted Salman. Directed by Abhiraj Minawala and produced by Salman Khan's production house, the film stars Warina Hussain as the lead female actress.",सलमान के बहनोई की पहली फिल्म की नई रिलीज़ डेट 
"Actor Salman Khan has jokingly said he is single because he cannot afford to spend lakhs and crores on getting married to someone. He revealed that his father screenwriter Salim Khan got married in just Ã¢ÂÂ¹180. Earlier, Salman had called getting married a waste of money while adding that he does not believe in love at all.","मैं सिंगल हूं, शादी पर करोड़ों खर्च नहीं कर सकता: सलमान "
"Indian Film and Television Producer Council (IFTPC) is considering a two-year ban to refrain Pakistani artistes from working in Bollywood. Producer Vashu Bhagnani said that he could not undo using Pakistani singer Rahat Fateh Ali Khan's song in his film 'Welcome To New York'. He added, ""I assure all of you that my next ventures won't feature any Pakistani artistes.""",पाक कलाकारों पर 2 साल का प्रतिबंध लगाने पर विचार कर रही भारतीय निर्माता संस्था 
"While responding to a question on risk of burnout for players due to a lot of T20 cricket, former India captain Sourav Ganguly said cricket cannot survive without the T20 format. Recently, ex-England captain Kevin Pietersen had predicted that only five Test nations will be left in next 10 years. India will be playing 21 T20Is in the 2018-19 season.","T20s के बिना, क्रिकेट जीवित नहीं रह सकता: सौरव गांगुली "
"Fifteen-year-old Russian figure skater Alina Zagitova beat her teammate and two-time world champion Evgenia Medvedeva to win gold at the ongoing PyeongChang Winter Olympics. Zagitova is competing as a neutral ""Olympic Athlete From Russia"", since the country has been banned from the 2018 Winter Olympics. She is the first Russian to win a Winter Olympic event since the 2014 Games.",15 वर्षीय ने ओलंपिक स्वर्ण जीतने के लिए 2 बार के विश्व चैंपियन को हराया 
"Ex-Windies captain Shivnarine Chanderpaul, while playing in a domestic one-day match, hit a straight shot which resulted in his son Tagenarine's run-out at the non-striker's end. Guyana Jaguars' father-son duo added 13 runs for the second wicket before Windwards Volcanoes' bowler Ryan John deflected Shivnarine's straight drive onto stumps. Tagenarine was found short of crease, getting out for 12.","पिता ने सीधा शॉट मारा, दूसरे छोर पर बेटे को रन-आउट कर दिया "
Former Pakistan captain Shahid Afridi pulled off a boundary line catch during his team Karachi Kings' match against Quetta Gladiators in Pakistan Super League on Friday. Afridi first caught the ball with one hand and threw it up before losing balance and going outside the fence. The 37-year-old ran back inside and completed the catch to dismiss  Gladiators' Umar Amin.,"अफरीदी गेंद को बाड़ के अंदर फेंकते हैं, कैच लेने के लिए वापस दौड़ते हैं "
