headlines,text
"After Champions League final, Ranveer attends Ind-Pak match","Actor Ranveer Singh attended the India-Pakistan Champions Trophy match in Birmingham on Sunday, within 24 hours of watching the Real Madrid-Juventus Champions League final in Cardiff on Saturday. Ranveer also attended the practice sessions of Madrid and Juventus. Before the two games, Ranveer went for the FA Cup final between Arsenal and Chelsea at Wembley on May 27."
"Denied mortuary van, man carries wife's body on motorcycle","A man in Purnia district of Bihar was forced to carry the body of his wife on a motorcycle after being denied a mortuary van and not being able to afford a private ambulance. The father-son duo placed the woman's body on a motorcycle, holding it between the pillion rider and the rider to transport it to their village home."
Warne produced 'ball of century' with his 1st Ashes delivery,"Legendary Australian spinner Shane Warne bowled a big leg-break as his first delivery in an Ashes Test to clean bowl England batsman Mike Gatting on June 4, 1993. The flighted delivery drifted in, then dipped and eventually hit Gatting's off-stump with a sharp turn and is popularly known as 'the ball of the century'."
New bridge constructed in record time of 165 days in Maha,"A British-era bridge in Maharashtra that collapsed in August last year due to rain, has been rebuilt in a record time of 165 days. The new bridge, built at a cost of â¹35.77 crore, has lighting arrangement and flood alarm system. The collapse of the old Masonry Arch Bridge on Savitri and Kal river had killed at least 29 people."
Rohit-Dhawan first pair to share 3 century stands in CT,"Indian openers Rohit Sharma and Shikhar Dhawan became the first pair to share three century partnerships in Champions Trophy history, following their 136-run stand against Pakistan on Sunday. Their previous two century stands came in Champions Trophy 2013, against South Africa and West Indies. This is also the third time Dhawan and Rohit have had century partnerships in back-to-back matches. "
"Farmers use buffaloes as shield against police, choke road",Dairy farmers facing eviction for running businesses illegally in Madhya Pradesh's Jabalpur let loose hundreds of buffaloes on National Highway-7 to prevent the authorities from dismantling their units. Animals took over the road and blocked the highway before the police shooed away the buffaloes. The standoff continued for one-and-a-half-hour as the farmers also pelted stones on the officials.n
Disabled girl disowned by parents cracks Civil Services Exam,"Ummul Kher, a 28-year-old girl, who suffers from fragile bone disorder since she was a kid, has cleared UPSC Civil Services Examination with an All India Rank of 420. Kher was disowned by her parents as she wanted to study beyond Class 8. She had taken admission in  a Delhi University college and later entered JNU for her master's degree."
Cricket tournament presents 'cow' instead of a trophy,"In an unusual cricket tournament organised by Rabari community in Vadodara, Gujarat, the winning team was awarded a cow instead of a trophy. ""With this tournament we want to send a message that cow is a very important component in our society. Rabari community has always protected the cattle as it is our livelihood,"" organiser of the tournament said."
Brain of one species rewired to have connectivity of another,"US-based scientists have rewired the neural circuit of one species as per another species' connections. The two 'nudibranch' marine species, giant and hooded, had same neurons and behaviour but differing circuitry. A change in species' swimming behaviour was seen after the alteration, showing connectivity between the same neurons in two different species was independent of behaviour and evolution."
Pakistan bans 'un-Islamic' stylish beards in Balochistan,"Pakistani authorities in Balochistan's Kharan district issued an order prohibiting barbers from cutting beards in a fashionable way, which is reportedly against the principles of Islam, and warning them of a heavy fine, according to reports. However, the order was later withdrawn as the government said there was no law to issue such an order, reports added."
US-backed Syrian forces retake 'Freedom Dam' from ISIS,"US-backed Syrian militias have reportedly recaptured Baath Dam on River Euphrates from ISIS and renamed it 'Freedom Dam'. The forces now hold all three major dams along the Euphrates, after gaining control of the country's largest dam, Tabqa, last month. This comes as the militias fight to retake the city of Raqqa which is ISIS's base of operations in Syria."
FCAT directs CBFC to certify The Danish Girl for TV premiere,"The Film Certification Appellate Tribunal has directed the Censor Board to grant certification to Oscar-winning film 'The Danish Girl' for television viewing. In March, Censor Board had cancelled the film's broadcast as they found it unsuitable for audiences below 18. The film is about Lili Elbe, one of the first known people to undergo sex reassignment surgery."
What have been most iconic India-Pak matches at ICC events?,"India defeated Pakistan in a last-over thriller to lift the 2007 T20 World Cup, having beaten them in a bowl-out earlier in the tournament. Sachin Tendulkar's 75-ball 98 led India to victory against the neighbours in the 2003 World Cup. India reached the 2011 World Cup final by beating Pakistan in the semi-final played at Mohali."
Indian cricket team hotel in Birmingham under lockdown,"Birmingham's Hyatt Regency hotel, where the Indian team is staying, was put under a complete lockdown after the twin terror attacks in London on Saturday. No visitors or cars were allowed into the hotel, while traffic around the area is restricted. The London twin attacks claimed six lives, with three suspects being shot dead by the police.n"
Zee Media boycotts India-Pak match in respect of soldiers,"Zee Media outlets including Zee News, Zee Hindustan, WION, DNA and others are not covering the ICC Champions Trophy match between India and Pakistan. Zee said it is boycotting the match coverage in support of Indian soldiers. ""Bat, ball and bombs cannot go together,"" tweeted Zee News Editor-in-Chief Sudhir Chaudhary."
SpaceX successfully launches recycled spaceship for 1st time,"Elon Musk-led aerospace startup SpaceX successfully launched a used Dragon spacecraft for the first time in the company's eleventh cargo resupply mission to the International Space Station (ISS). The mission marked the 100th launch from NASA's Kennedy Space Center, which was also used for the first moon landing missions. Dragon is carrying instruments for first-ever neutron stars' study by NASA."
I-T notice to Andhra chocolate vendor for â¹18 cr in account,"The Income Tax Department has sent a notice to C Kishore Lal, a chocolate vendor in Andhra Pradesh, for â¹18 crore deposited in his account at the time of demonetisation. The money was then sent to a few other accounts outside Vijayawada, till November 16. Kishore claimed that he has nothing to do with the transactions in his account."
India tests indigenous Quick Reaction missile for 1st time,"India test-fired its indigenously developed Quick Reaction Surface-to-Air Missile (QR-SAM) for the first time from Chandipur, Odisha, on Sunday. The QR-SAM, developed jointly by DRDO and Bharat Electronics Ltd. for the Indian Army, is an all-weather, truck-mounted missile system with a range of 30 kilometres. It is intended to replace the Army and Navy's ageing quick reaction air defence systems."
Indian Army to allow women in combat roles: Army Chief,"Army Chief General Bipin Rawat has said women will soon be inducted in combat roles in the Army, the process for which has started. Currently, women are only allowed in medical, legal, educational, signals and engineering wings of the Army. Most countries do not allow women in combat roles, with USA, UK and Germany being among the few who do."
Suspected Chinese chopper violates Indian airspace,"A suspected Chinese helicopter violated Indian airspace, flying over Uttarakhand's Chamoli district for about four minutes close to the Sino-India border on Saturday. Police said the chopper entered Indian airspace from the Tibetan side at 9.14 am and hovered over Barahoti before flying back. The police added they could not confirm whether it was a deliberate act or unintentional."
What are neutron stars and how are they formed?,"Neutron stars are city-sized objects formed when stars weighing 4-8 solar masses explode leaving a dense core that continues to collapse forcing protons and electrons to combine and form neutrons, yielding the name ""neutron stars"". The rapidly rotating stars hold 1-3 solar masses in a 20-km diameter, with a ""teaspoon"" of their material weighing about a billion tonnes on Earth."
"Son, you look like a plant: Big B to Ranveer on his outfit","Ranveer Singh, while sharing an incident about how Amitabh Bachchan disapproved of his outfit, said, ""I went upto Mr Bachchan... asked him how I looked. He said, 'Son, you look like a plant.'"" Ranveer revealed that he received the comment when he wore a patterned suit for a TV show shoot during the days of his 2014 film Kill Dil."
"Ariana Grande, Paris Hilton condemn London terror attack","Hollywood celebrities including singer Ariana Grande and actress Paris Hilton on Sunday condemned the terror attack in London. Ariana tweeted, ""Praying for London"", while Paris tweeted a picture with the hashtag 'PrayForLondon'. Meanwhile, Khloe Kardashian tweeted, ""Our world is so dark and scary at the moment. Please say your prayers!! Try to be kind and loving! Love will always win!"" "
Google Doodle marks actress Nutan's 81st birth anniversary,"Google marked the 81st birth anniversary of late actress Nutan with a doodle on Sunday. Nutan is best known for her work in films like 'Bandini' (1963), 'Sujata' (1960). She holds the record for maximum Filmfare Award wins for Best Actress, along with niece Kajol. Nutan acted in over 65 Hindi films in a career spanning more than 40 years."
"Antarctic rift grows 17 km in 6 days, iceberg nears breakage","A rift in Antarctica's Larsen C ice shelf has grown by 17 km in six days, leaving it only 13 km far from producing the biggest iceberg ever recorded, UK-based researchers recently found. Possible separation of the 5,000-square-km iceberg would leave the 350-metre thick shelf vulnerable to future break-up, scientists said, who denied linking the event to climate change."
ISI agents to display Kashmir banners at Ind-Pak tie: Report,"Pakistan's Inter-Services Intelligence agency is reportedly sending its agents to display banners on the Kashmir issue at the India-Pakistan Champions Trophy match in Birmingham on Sunday. Slogans like ""Kashmir Seeks Attention"", ""Kashmir is bleeding"", ""We stand with Kashmir"" and ""Free the state of Jammu and Kashmir now"" will be displayed in order to grab international attention."
82-yr-old woman app maker oldest to attend Apple Conference,"A retired 82-year-old Japanese banker Masako Wakamiya, who has created a gaming app based on the Japanese doll festival, is the oldest person to attend Apple Worldwide Developers Conference (WWDC) this year. Wakamiya started using a computer at the age of 60 and took online tutorials on coding. WWDC is Apple's annual conference that showcases new software and technologies."
Vulcan Express may be part of Flipkart-Snapdeal merger deal,"The in-house logistics arm of Snapdeal, Vulcan Express, will likely form part of the negotiations of the ongoing merger talks between Flipkart and Snapdeal. The final terms of the deal will decide whether Vulcan will be merged with Flipkart's logistics arm Ekart, or continue to operate as a separate entity. Vulcan Express handles more than 55% of Snapdeal's deliveries."
Scientists recreate human faces from monkey brain signals,"Researchers at the California Institute of Technology were able to reconstruct human faces shown to monkeys through their neuron signals. They found that the animal's brain only needs around 200 neurons to differentiate faces from each other. Various features like inter-eye distance, color of skin, eyes and hair are encoded in separate neurons, which were decoded using computer algorithms."
Secretive Bilderberg group discussions begin in US,"The secretive annual meeting of world leaders, CEOs, financiers and power brokers known as the Bilderberg Group is taking place in US' Virginia for closed-door discussions over four days. The group, which will discuss ""The war on information"", ""Why is populism growing?"", and ""Can globalisation be slowed down?"", has been accused by critics of plotting to impose a one-world government."
Rhyming 'hat' with 'cat' is not rapping: Hard Kaur,"Rapper Hard Kaur has said that simply rhyming words like 'hat' with 'cat' isn't rapping. She added, ""It's also about how much courage you have to go all out."" She further said that in India, it doesn't matter how talented you are, and added, ""It's always about tera baap kaun hai (who is your father?), and who are you dating?"""
"Priyanka shares picture with Nicole Kidman, Kendall Jenner","Actress Priyanka Chopra shared a picture of herself with Hollywood actress Nicole Kidman and model Kendall Jenner. American actress Kate Mara and Keri Russell can also be seen in the photograph. ""A perfect New York afternoon with these lovely ladies,"" read the caption alongside the picture."
Hindu Sena burns Kohli's effigy to protest India-Pak match,"Members of right-wing organisation Hindu Sena burnt the effigies of Indian captain Virat Kohli and Committee of Administrators Chairman Vinod Rai to protest India playing Pakistan in the Champions Trophy on Sunday. The workers held a protest at Jantar Mantar in Delhi, with Hindu Sena national President Vishnu Gupta saying the move was in solidarity with the Army."
Dancing groom drops dead minutes before marriage in Bihar,"A groom died after suffering a massive heart attack, minutes before his marriage in Bihar's Kaimur district. The groom collapsed soon after he started dancing with his friends, who had pulled him out of his bedecked car to join them in the celebratory dance. The tragedy happened just as the baraat (marriage party) was cantering to the marriage venue. "
"Passenger whose reserved seat was occupied to get â¹75,000 ","Indian Railways has been asked to pay â¹75,000 to a passenger for the inconvenience he incurred after his reserved seat was taken up by another passenger. He claimed his reserved lower berth was occupied by some people at a station in Madhya Pradesh. Moreover, one-third of the compensation amount will be deducted from the salary of the on-duty ticket checker."
"3,075 grooms got married in Bihar at gunpoint in 2016","As per a report, 3,075 grooms got married at gunpoint in Bihar in 2016. The practice, known as 'Pakadwa Vivah', led to 3,001 grooms getting married at gunpoint in the state in 2015 and 2,533 in 2014. According to police figures, Bihar reported 830 kidnappings for marriage by March this year, and eight cases of kidnappings for ransom."
 Twitter account of Bahrain's Foreign Minister hacked,"Hackers on Saturday targeted the Twitter account of Bahrain's Foreign Minister Sheikh Khalid bin Ahmed al-Khalifa and posted hostile and insulting videos. The Foreign Ministry did not accuse any party of carrying out the hacking. However, the hacked account had retweeted several tweets from Numour al-Huriya (Tigers of Liberty), which appears to be a group of Shi'ite militants."
"Blast in Iran injures 37, gas leak possible cause","At least 37 people were injured on Saturday in the Iranian city of Shiraz after an explosion in a supermarket, according to reports. The explosion shattered windows of shops and buildings on the street, the reports added. A gas leak or an explosion of flammable items stored in the supermarket could be the cause of the explosion, officials said."
Real Madrid first to win back-to-back UEFA Champions League titles,"Real Madrid became the first team to win back-to-back UEFA Champions League titles, defeating Juventus 4-1 at the Principality Stadium in Cardiff on Saturday. Madrid's Cristiano Ronaldo scored a brace, becoming the only player to score in three Champions League finals, while Casemiro and Marco Asensio got a goal each. With the win, Madrid secured their 12th Champions League title."
RGV's short film Meri Beti SUNNY LEONE Banna Chaahti Hai out,"Filmmaker Ram Gopal Varma's first short film Meri Beti SUNNY LEONE Banna Chaahti Hai has been released. RGV's debut short film revolves around a young girl's decision to become a pornstar like Sunny Leone. As per the official description of the film, it is aimed at exposing the deep rooted prejudice on how social norms suppress a woman's choices."
Congress calls Kashmir 'Indian-occupied Kashmir' in booklet,"The Uttar Pradesh Congress on Saturday released a booklet in Lucknow in which Kashmir was labelled as 'Indian-occupied Kashmir'. The booklet, released to target BJP-led NDA government on completion of three years, was released by Ghulam Nabi Azad and Raj Babbar. Congress leader Ajay Maken said it was a ""printing error"" and apologised for the same."
"6 killed, 20 injured in two terrorist attacks in London","At least six people died and 20 injured after a van steered into the crowd at London Bridge, UK, and two men stabbed people with knives in the city's Borough Market on Saturday. Police have declared both the incidents as terrorist acts. The attacks come days after 22 people died in a suicide bombing at a concert in the country."
Amul takes a dig at Trump's 'covfefe' tweet,"In a dig at US President Donald Trump's recent 'covfefe' typo on Twitter, dairy cooperative Amul has released a new poster saying, ""President Trump's difficulty with words on Twitter!"" Notably, Trump's 'covfefe' tweet became Twitter's No 1 trending hashtag in an hour of the mistake and attracted nearly 35,000 retweets and over 42,000 likes over that period."
I'll be cheerleader during India-Pakistan match: Alia,"Actress Alia Bhatt has said she will be a cheerleader during India's match against Pakistan in the ongoing ICC Champions Trophy 2017 cricket tournament. ""I may not know the 'B' of bowling or batting, but I understand that if India's match is on, everyone has to sit in front of television... and just keep cheering on,"" added Alia."
"I don't regret Roy tweet, it was a message of peace: Rawal",Actor Paresh Rawal said that he doesn't regret his tweet on author Arundhati Roy wherein he wrote that she should be tied to an Army jeep instead of a stone pelter. He added that his tweet was a message of peace. Paresh's tweet came after a fake report stated that Roy criticised the Indian Army's action in Kashmir. 
Trailer of Johnny Depp's Murder on the Orient Express out,"The trailer of 'Murder on the Orient Express', a film based on Agatha Christie's 1934 detective novel of the same name, starring actor Johnny Depp has been released. The film also features Penelope Cruz, Judi Dench, among others. The film's director Kenneth Branagh will play detective Hercule Poirot in the film scheduled to release on November 10. "
Martyred BSF jawan's family asks Modi to stop India-Pak game,"The family of martyred BSF Head Constable Prem Sagar have asked PM Narendra Modi and the BCCI to stop India from playing Pakistan in the Champions Trophy on Sunday. The late jawan's son said the government must ""understand the pain of the aggrieved family of the martyr"". Sagar was killed and his body was mutilated by Pakistani soldiers last month."
SpiceJet profit dips 43% to â¹41.6 crore over demonetisation,"Gurugram-based airline SpiceJet on Saturday reported a 43% fall in net profit at â¹41.6 crore for the quarter ended March due to lower yield on account of demonetisation and increased fuel costs. This was SpiceJet's ninth successive profitable quarter. In January, SpiceJet announced it will buy up to 205 aircraft from Boeing in one of Indian aviation sector's largest deals."
"Toyota sells all shares in Tesla, scraps tie-up to make cars",Japan's biggest automaker Toyota on Saturday said it had sold all shares in Elon Musk-led Tesla and cancelled its tie-up to jointly develop electric vehicles. Toyota said the shares were sold at the end of 2016 as part of a regular review of its investments. The company had bought approximately 3% stake in Tesla for $50 million.
All states agree to GST rollout from July 1,"The GST Council on Saturday cleared the pending rules, including transition provisions and returns, with all the states agreeing to roll out GST from July 1. This comes after West Bengal CM Mamata Banerjee said her state won't roll out the regime in its present form. The Council has fitted over 1,200 goods and 500 services in four tax brackets."
 Paris deal didn't hold India accountable for emissions: US,"The Paris climate pact did not hold countries like India and China accountable for greenhouse emissions, US Environmental Protection Agency's administrator Scott Pruitt has said in defence of US' withdrawal from the landmark accord. Adding, ""We've led with action, not words,"" Pruitt said US' decision will help India and China learn how to achieve good outcomes. nnn"
"US election meddling claim a hysteria, give them pill: Putin","Russian President Vladimir Putin has claimed that there is no concrete evidence for US intelligence's allegations of Russian hacking in their country's presidential election, suggesting US reporters to take a pill to get over their ""hysteria"". Adding that US needs to stop the ""useless and harmful chatter"", Putin said Donald Trump's electoral strategy was entirely responsible for his victory."
Trump delays moving US embassy to Jerusalem,"US President Donald Trump on Thursday signed a six-month waiver to keep the US embassy in Israel in Tel Aviv instead of relocating it to Jerusalem, despite his campaign pledge. Notably, every US President has signed such a waiver twice a year after a law was passed in 1995 mandating the relocation of the embassy to Jerusalem."
Ramayan maker's great grandchild goes topless to slam trolls,"The creator of Ramayan serial Ramanand Sagar's great granddaughter Sakshi Chopra went topless to slam trolls who criticised her pictures. Alongside the picture, Sakshi wrote, ""You can call me cheap, all kinds of names. I don't give a f**k. I am happy. I do what makes me happy."" Sakshi, who attended the Trinity University in London, makes YouTube videos. "
Aamir to get 70% of profit Thugs of Hindostan makes: Report,"As per reports, Thugs of Hindostan's producer Aditya Chopra has agreed to share 70% of the film's profit with actor Aamir Khan. Post Dangal's success, it is being said that only few people question Aamir on his deals. A source said, ""If Thugs of Hindostan makes that amount of money (â¹1,000 crore), Adi (Aditya Chopra) will get almost â¹300 crore."""
Kriti Sanon's fan gets tattoo of her name on his arm,"A fan of actress Kriti Sanon named Akshay Sobhwani got her name tattooed on his arm. Kriti shared a picture of the tattoo and of her interaction with Akshay. Alongside the picture, she wrote, ""This is overwhelming beyond what words can explain!! Thank you @akky_sobhwani... Its this kinda selfless love that makes me wanna work harder."""
Misha learns how to to clap: Shahid on video with daughter,"Actor Shahid Kapoor has shared a boomerang video on Instagram of daughter Misha learning how to clap. The video, in which Misha is sitting on father Shahid's lap, has been captioned, ""And she learns how to clap."" Misha, who was born in August 2016, is the first child of Shahid with wife Mira Rajput."
"Sai Praneeth reaches final, Saina out of Thailand Open","Indian shuttler Sai Praneeth reached the men's singles final of the Thailand Open on Saturday, while Saina Nehwal exited the tournament after losing the semi-final. Third seed Praneeth registered a  21-11, 21-15 win over local player Pannawit Thongnuam in the semi-final, while Saina lost 19-21, 18-21 against Busanan Ongbamrungphan. Praneeth will face Indonesia's Jonatan Christie on Sunday."
Indian Army team climbs Everest without supplementary oxygen,"A team of four Indian Army personnel has become the first team to climb Mount Everest without carrying oxygen cylinders. The four climbers are Kunchok Tenda, Kelshang Dorjee Bhutia, Kalden Panjur and Sonam Phuntsok. Over 4,000 people have climbed the world's highest peak so far, of which only 187 people have done this without supplementary oxygen on an individual basis."
ISIS failed in India despite large Muslim population: Singh,"Stating that India has been successful in facing off the challenges posed by the Islamic State, Home Minister Rajnath Singh said the terrorist group failed in the country despite a large Muslim population. Singh also spoke about the situation in Kashmir and the challenge of Naxalism and added that the security situation in India has largely been under control."
What are the tax rates on various commodities under GST?,The Goods and Services Tax (GST) Council has fixed the tax rate for biscuits at 18% while yarn and fabric cotton will be under the 5% tax slab. Beedis will be put in the highest tax bracket at 28% without cess. The government has set July 1 as the deadline for the rollout of the GST.
"Amla, Tahir help South Africa rout Sri Lanka by 96 runs","South Africa on Saturday defeated Sri Lanka by 96 runs in the first Group B encounter of the Champions Trophy 2017, helped by opener Hashim Amla's 25th ODI ton and spinner Imran Tahir's 4-wicket haul. Amla became the fastest batsman to score 25 ODI centuries, reaching the milestone in his 151st innings, surpassing Virat Kohli's record of 162 innings."
Germany will only deport Afghans posing a threat: Merkel,"After a bombing in the Afghan capital of Kabul killed at least 90 people, German Chancellor Angela Merkel said that the country will now deport to Afghanistan only criminals and people it considers a threat. Notably, Merkel's government, which took in over 10 lakh refugees since 2015, began mass deportations of Afghans last year despite objections from human rights groups."
US will still meet Paris accord targets: Bloomberg,"The US will meet its Paris accord greenhouse gas targets despite President Donald Trump's withdrawal from the agreement, former New York mayor Michael Bloomberg has said. Adding that work would continue to reduce emissions, Bloomberg said, ""Americans don't need Washington to meet our Paris commitment and Americans are not going to let Washington stand in the way of fulfilling it."""
Fashion label makes matching lace shorts and shirts for men ,"Streetwear fashion brand Hologram City, which is based in Los Angeles, USA, has created designer lace shorts, which can be paired with matching lace shirts, for men. The garments are available in various pastel colours including pink, blue and green. The shirts and shorts are available for pre-sale for around â¹3100 ($49) per item. "
"No problem with Kumble, people making up issues: Virat Kohli","Dismissing rumours of a rift between him and coach Anil Kumble, Indian captain Virat Kohli has said there are no problems and people are ""making up issues"". ""People like to find rumours, especially before a big tournament...they are trying to create livelihood by spreading rumours...we are focussed on our livelihood, which is on the field,"" said Kohli."
Gold to attract 3% tax under GST,"The GST Council on Saturday announced that gold, silver, and processed diamonds will be taxed at 3% under GST. The tax slab for footwear below â¹500 has been fixed at 5%, while more expensive footwear will be taxed at 18%. Further, readymade garments will be taxed at 12%, while apparel costing below â¹1,000 will attract a tax of 5%."
Ariana Grande visits kids injured after blast at her concert,"Singer Ariana Grande visited young children in hospital who were injured after a blast at her concert in Manchester, UK in May. The 23-year-old singer presented t-shirts and gifts to the young children. Ariana, along with Justin Bieber, Miley Cyrus and Coldplay will perform on June 4 to raise funds for the victims of the terrorist attack at the concert."
I'll be forced to quit if 28% GST is applied to films: Kamal,"Actor Kamal Haasan has said that he will be forced to quit films if 28% Goods and Service Tax (GST) is applied to films. ""I'm supposed to pay income tax over and above this. I see this as punishment,"" added Haasan. He further said that this GST would kill regional cinema and urged the Centre to reduce it to 12-15%."
Trailer of Sridevi's 300th film 'Mom' released,"The trailer of Sridevi's 300th film 'Mom' was released on Saturday. The film also stars Akshaye Khanna, Pakistani actors Sajal Ali and Adnan Siddiqui while Nawazuddin Siddiqui features in a special appearance. Directed by Ravi Udyawar with AR Rahman as the music director, the film is scheduled to release on July 7. "
What nuclear weapon systems does India have?,"India has an estimated 106 nuclear warheads, of which 56 are land-based, 48 are air-based and two are sea-based. For the warheads to be deployed, India uses various delivery systems. The Prithvi and Agni series ballistic missiles are for land-based warheads, Indian Air Force's Jaguar and Mirage-2000 fighter jets for air-based warheads and Dhanush ballistic missiles for sea-based warheads."
Trivandrum's CBSE Class 10 results' pass percentage highest,"As the CBSE announced the Class 10 exam results 2017 on Saturday, Trivandrum region recorded the highest pass percentage of 99.85%, followed by Chennai (99.62%), and Allahabad (98.23%). However, the overall pass percentage stood at 90.95%, witnessing a dip of over 5 percentage from 96.21% last year. Further, Delhi region recorded 78.09% pass percentage as against the previous year's 91.06%."
12 killed in blast at funeral of Afghan politician's son,At least 12 people were killed and 18 others injured on Saturday after three bombs exploded in Afghanistan's capital Kabul at the funeral of a senior Afghan politician's son who protested over the deteriorating security situation in the country. This comes after the blast in the capital on Wednesday which killed at least 90 people and injured over 350 others.
Leonardo DiCaprio slams Trump's decision to leave Paris deal,"Hollywood actor Leonardo DiCaprio has slammed US President Donald Trump on social media over his decision to withdraw the US from the Paris climate agreement. He called the decision ""careless"", ""discouraging"" and wrote that the planet's future is more at risk than ever before. Singer Katy Perry, filmmaker Michael Moore and comedian Chelsea Handler also slammed Trump's decision. "
Fire broke out on sets of Bhoomi but no one got hurt: Aditi,"Actress Aditi Rao Hydari revealed that a fire broke out on Thursday evening on the sets of Sanjay Dutt's comeback film Bhoomi but no one was injured. Aditi added, ""We were shooting for the song with Ganesh (Acharya) master when a short circuit caused a fire. There were about 300 people on set, including the dancers, cast and crew."""
Started to see myself as a feminist: Kohli on dating Anushka,"Indian captain Virat Kohli has said he has started to see himself as a feminist after dating actress Anushka Sharma. ""People are very chauvinistic in this country...I certainly wasn't aware of that growing up, to be honest...I would definitely want to think about life from the side of the woman. Everyone should be a feminist,"" said Kohli."
Salman to pay tribute to Reema Lagoo at IIFA Awards 2017,"Actor Salman Khan will pay tribute to his onscreen mother late actress Reema Lagoo during a performance at IIFA Awards 2017, as per IIFA officials. ""Reemaji had played my mother in some films, starting with 'Maine Pyar Kiya'. Off-screen, she was like a friend... She was a lovely human being. It feels like I've lost my onscreen mother,"" said Salman."
No party attempts to break into EVMs in EC's Open Challenge,"The Election Commission's ""Open Challenge"" event on Saturday ended with no attempts being made to break into the Electronic Voting Machines by the political parties. NCP and CPI-M were the only participants in the event. The party representatives met officials of the EVM manufacturing companies to ""understand the functioning"" of the machines, according to reports."
How has India fared against Pakistan in ODI cricket?,"The Champions Trophy is the only ICC tournament where India has been beaten by Pakistan, with the latter winning two of the three encounters. India has a 100% win record against Pakistan in the ODI World Cups. The last Champions Trophy encounter between the two teams happened in 2013, with India defeating Pakistan by eight wickets."
"Just keep quiet and play the game, Ganguly tells Indian team","Following reports of a rift between India captain Virat Kohli and coach Anil Kumble, former skipper Sourav Ganguly has advised the team to ""just keep quiet and play the game"". ""Just deal with it. You're a name, you're captain of India, you're coach of India... Professionals find a way. Look at Cristiano Ronaldo. He's in controversies every week,"" said Ganguly."
"UP minister's gun stuck during MRI scan, damages â¹5cr unit","Uttar Pradesh minister Satyadev Pachauri's guard's gun got stuck in an MRI machine as he entered the chamber flouting the protocol and damaged the unit that costs nearly â¹5 crore. Reportedly, the minister, who had fallen unconscious while he was giving a speech at BJP government's third anniversary celebration in Hardoi, fled from the MRI room soon after the incident."
You don't need lawyer like me: Modi on Russian interference,"During a question-and-answer session at an economic forum in Russia, Indian Prime Minister Narendra Modi refrained from answering a question on Russia's alleged interference in US elections. Among big leaders like Donald Trump and Vladimir Putin, ""I don't think, you need a lawyer like me,"" Modi said. Modi also refrained from commenting on America's withdrawal from the Paris climate agreement."
Trump misunderstood our climate research: MIT university,"Massachusetts Institute of Technology has said US President Donald Trump badly misunderstood its research when he cited it to justify withdrawing the US from the Paris Climate Agreement. Adding that it does not support the withdrawal, the university said that its scientists had had no contact with the White House and were not offered a chance to explain their work."
Muslim children forced to drop 'religious' names in China,"Muslim children in China's Xinjiang region are being forced to change their names which have been deemed ""overly religious"" by authorities, according to reports. Muslim adults are also being coerced to attend rallies showing devotion to the officially atheist Communist party. Notably, Xinjiang's Muslims mostly belong to the Uighur ethnic group, whose exiled separatists often attack the country."
Giant bumphead parrotfish found mating in group of hundreds,"A group of about 1200 giant bumphead parrotfish were observed mating off the Pacific island of Micronesia. It's the first time a fish has been observed in 'mass spawning' events involving over 100 individuals, said Australia-based scientist George Roff. The unique event could become an important source of revenue for tourism generating up to $3 million per year, Roff added."
Want Salman's Tubelight to break Baahubali's records: Vivek,"Actor Vivek Oberoi has said that he wants actor Salman Khan's upcoming film 'Tubelight' to break the records set by SS Rajamouli directorial 'Baahubali 2' and become a superhit film. ""I feel 'Tubelight' has all the capacity to make Hindi cinema proud all around the world,"" added Vivek. Notably, 'Tubelight' is scheduled to release on Eid this year. "
I'm better now: Kapil Sharma after being hospitalised,"Television show host-comedian Kapil Sharma has said that he is better now, following his hospitalisation earlier this week. He had been hospitalised after he complained of uneasiness while shooting for an upcoming episode of The Kapil Sharma Show. A source revealed that Kapil had reportedly taken Sunil Grover quitting the show as more of a personal than a professional blow."
IPL viewership increased by over 20% in 2017: Report,"As per a Broadcast Audience Research Council report, IPL 10 saw viewership increase by 22.5% from last year. The viewership touched 1.25 billion impressions for the 59 matches in 2017, as compared to the 1.02 billion impressions recorded for the 60 matches last year. Impressions refer to the number of individuals in thousands who viewed an event, averaged across minutes."
BJP MP tosses plastic bottle into river as UP Min watches,"BJP MP from Barabanki Priyanka Rawat tossed a plastic water bottle into Saryu during an inspection of an embankment on the river. Rawat was accompanied by UP Water Resources Minister Dharampal Singh, who, incidentally, gave a speech on how to keep rivers clean. Singh and Rawat had travelled more than 100 kilometres to Gonda from Lucknow for the embankment inspection."
Held Bihar topper wrote Class 10 exam with different name,"Bihar Board's Class 12 Arts topper Ganesh Kumar, who was recently arrested for age fraud, had reportedly registered for Class 10 exams in 1990 with a different name. Kumar had claimed to be 24-year-old despite being 42-year-old, for which his result was also cancelled. Scoring 65/70 in Music, Kumar could not tell how many taal (beats) are there in music."
How did Carlos score the 'impossible' free kick 20 yrs ago?,"Brazilian footballer Roberto Carlos scored a 35-metre banana free kick with no direct line to the goal against France on June 3, 1997. The rotations of the ball about its axis created a pressure difference on its sides, making it curve towards the goal. This phenomenon is called the Magnus Effect and was first documented by physicist Isaac Newton."
